3lett	S2_%ULT_Tk	S2_%PULT_Tk	S3_%ULT_Tk	S3_%PULT_Tk	S3_%APULT_Tk	S4_%ULT_Tk	S4_%PULT_Tk	S4_%APULT_Tk	S4_%PAPULT_Tk	S5_%ULT_Tk	S5_%PULT_Tk	S5_%APULT_Tk	S5_%PAPULT_Tk	S6_%ULT_Tk	S6_%PULT_Tk	S6_%APULT_Tk	S6_%PAPULT_Tk	S7_%ULT_Tk	S7_%PULT_Tk	S7_%APULT_Tk	S7_%PAPULT_Tk	S8_%ULT_Tk	S8_%PULT_Tk	S8_%APULT_Tk	S9_%PULT_Tk	S10_%PULT_Tk	S10_%APULT_Tk	S11_%PULT_Tk	S2_nULT_Tk	S2_nPULT_Tk	S3_nULT_Tk	S3_nPULT_Tk	S3_nAPULT_Tk	S4_nULT_Tk	S4_nPULT_Tk	S4_nAPULT_Tk	S4_nPAPULT_Tk	S5_nULT_Tk	S5_nPULT_Tk	S5_nAPULT_Tk	S5_nPAPULT_Tk	S6_nULT_Tk	S6_nPULT_Tk	S6_nAPULT_Tk	S6_nPAPULT_Tk	S7_nULT_Tk	S7_nPULT_Tk	S7_nAPULT_Tk	S7_nPAPULT_Tk	S8_nULT_Tk	S8_nPULT_Tk	S8_nAPULT_Tk	S9_nPULT_Tk	S10_nPULT_Tk	S10_nAPULT_Tk	S11_nPULT_Tk
coo	NA	NA	NA	NA	NA	0	6.666666667	93.33333333	0	2.173913043	97.82608696	0	0	0	100	0	0	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	14	0	2	90	0	0	0	237	0	0	NA	NA	NA	NA	0	0	2	NA	NA	NA	NA
cop	0.578034682	99.42196532	0.740740741	90.66666667	8.592592593	0	93.25396825	6.746031746	0	0	95.83333333	4.166666667	0	0	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	7	1204	5	612	58	0	235	17	0	0	23	1	0	0	1	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
cor	0.48692978	99.51307022	0.811751063	85.1952068	13.99304213	1.265822785	89.33092224	9.403254973	0	0.557103064	84.67966574	14.7632312	0	0	67.39130435	32.60869565	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	19	3883	21	2204	362	14	988	104	0	2	304	53	0	0	31	15	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
cos	45.42671614	54.57328386	2.044444444	92.62222222	5.333333333	1.199760048	88.84223155	9.958008398	0	0.12642225	92.54108723	7.332490518	0	0	55.45454545	44.54545455	0	46.15384615	53.84615385	0	0	0	100	0	NA	NA	NA	NA	4897	5883	46	2084	120	20	1481	166	0	1	732	58	0	0	122	98	0	6	7	0	0	0	1	0	NA	NA	NA	NA
cot	0	100	1.418439716	96.45390071	2.127659574	0	100	0	0	0	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	60	2	136	3	0	36	0	0	0	3	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cou	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cov	0	100	0	76.47058824	23.52941176	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	38	0	26	8	0	11	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
coz	3.333333333	96.66666667	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	29	0	4	0	0	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cra	0	100	0	95.07042254	4.929577465	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	426	0	135	7	0	4	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cre	1.926163724	98.07383628	0.710014948	64.38714499	34.90284006	0	79.19876733	20.64714946	0.154083205	89.3442623	9.836065574	0.819672131	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	1222	19	1723	934	0	514	134	1	109	12	1	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cri	0.114025086	99.88597491	0.382262997	51.52905199	48.08868502	5.800464037	76.10208817	17.40139211	0.696055684	65.64417178	15.95092025	18.40490798	0	0	91.66666667	8.333333333	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	1	876	5	674	629	25	328	75	3	107	26	30	0	0	11	1	0	0	3	0	0	NA	NA	NA	NA	NA	NA	NA
cro	1.238390093	98.76160991	0.73313783	68.18181818	31.08504399	0.833333333	42.5	55.83333333	0.833333333	0	63.26530612	36.73469388	0	0	0	100	0	0	66.66666667	33.33333333	0	NA	NA	NA	NA	NA	NA	NA	4	319	5	465	212	1	51	67	1	0	31	18	0	0	0	2	0	0	2	1	0	NA	NA	NA	NA	NA	NA	NA
cru	0	100	19.31818182	80.68181818	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	89	34	142	0	0	22	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cua	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cub	1.075268817	98.92473118	0	98.27586207	1.724137931	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	92	0	57	1	0	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cuc	7.5	92.5	0.164473684	92.26973684	7.565789474	0.806451613	93.5483871	5.64516129	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	37	1	561	46	1	116	7	0	0	0	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cud	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cuf	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cug	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	101	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cui	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cul	5.185185185	94.81481481	0.938967136	93.89671362	5.164319249	0.239808153	99.04076739	0.239808153	0.479616307	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	128	6	600	33	1	413	1	2	0	10	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cum	25	75	0	37.5	62.5	0	87.5	0	12.5	0	100	0	0	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	1	3	0	9	15	0	7	0	1	0	5	0	0	NA	NA	NA	NA	0	2	0	0	NA	NA	NA	NA	NA	NA	NA
cun	0	100	0	5.714285714	94.28571429	0	29.41176471	70.58823529	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10	0	2	33	0	5	12	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cuo	0	100	0	50.50505051	49.49494949	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1001	0	50	49	0	0	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cup	0	100	0	15.49295775	84.50704225	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	60	0	11	60	0	13	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cur	1.013941698	98.9860583	0.766283525	97.70114943	1.53256705	65.05576208	15.6133829	19.33085502	0	0	94.44444444	5.555555556	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	781	4	510	8	175	42	52	0	0	17	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cus	75	25	0.680272109	99.31972789	0	0	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	2	292	0	0	73	0	0	0	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cut	0	100	0	80.76923077	19.23076923	0	5	95	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	22	0	21	5	0	1	19	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cyr	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d'a	0	100	0.150829563	96.22926094	3.619909502	0	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	1	638	24	0	13	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d'e	31.25	68.75	0	100	0	6.666666667	93.33333333	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	11	0	2	0	1	14	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d'i	NA	NA	0	100	0	0	90	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	0	27	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d'o	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	31	0	0	11	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d'u	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	16	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dab	NA	NA	0	100	0	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	NA	NA	NA	NA	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dac	30	70	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	14	0	14	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dad	3.448275862	96.55172414	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	28	0	24	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
daf	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dag	100	0	0	100	0	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	1	0	NA	NA	NA	NA	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dai	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	28	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dak	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dal	10.20408163	89.79591837	0	66.66666667	33.33333333	20	40	40	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	88	0	28	14	1	2	2	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dam	0	100	0	92.72727273	7.272727273	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	76	0	51	4	0	13	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dan	0.535714286	99.46428571	0.771208226	95.62982005	3.598971722	0	96.93251534	3.067484663	0	0	76.92307692	23.07692308	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	557	3	372	14	0	158	5	0	0	10	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dap	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	65	0	0	79	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dar	2.209673459	97.79032654	0	31.07569721	68.92430279	0	69.23076923	23.07692308	7.692307692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	3983	0	78	173	0	9	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
das	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dat	0	100	1.282051282	91.02564103	7.692307692	0	93.93939394	6.060606061	0	0	77.77777778	22.22222222	0	0	50	50	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	839	1	71	6	0	31	2	0	0	7	2	0	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dav	4.320987654	95.67901235	0	98.34739803	1.652601969	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	155	0	2797	47	0	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
daz	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
de'	0	100	100	0	0	100	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	5	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dea	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	23	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
deb	0	100	1.147227533	15.4875717	83.36520076	6.598984772	92.3857868	1.015228426	0	0	94.73684211	5.263157895	0	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	6	81	436	13	182	2	0	0	18	1	0	NA	NA	NA	NA	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
dec	66.66666667	33.33333333	0.419874038	96.6759972	2.904128761	3.678929766	77.19063545	19.13043478	0	0.302114804	93.65558912	6.042296073	0	0	86.53846154	11.53846154	1.923076923	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	4	2	12	2763	83	55	1154	286	0	1	310	20	0	0	45	6	1	0	3	0	0	NA	NA	NA	NA	NA	NA	NA
ded	0	100	9.444444444	20	70.55555556	0.918836141	96.63093415	0	2.450229709	0	23.80952381	76.19047619	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	17	36	127	6	631	0	16	0	5	16	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dee	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
def	0	100	11.9760479	42.51497006	45.50898204	0.477897252	99.0442055	0.477897252	0	0	86.97478992	13.02521008	0	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	2	20	71	76	4	829	4	0	0	414	62	0	0	6	0	0	0	123	0	0	NA	NA	NA	NA	NA	NA	NA
deg	1.612903226	98.38709677	4.597701149	95.40229885	0	0	75	25	0	2.127659574	91.4893617	6.382978723	0	0	94.11764706	5.882352941	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	122	4	83	0	0	27	9	0	1	43	3	0	0	16	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dei	0	100	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	NA	NA	NA	NA	0	2	1	0	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	0	3	0	NA	NA	NA	NA
del	0	100	0	94.07407407	5.925925926	0.253807107	84.01015228	15.73604061	0	0	94.47236181	0.502512563	5.025125628	0	96.72131148	3.278688525	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	1542	0	635	40	2	662	124	0	0	188	1	10	0	59	2	0	0	25	0	0	NA	NA	NA	NA	NA	NA	NA
dem	0	100	16.50485437	46.60194175	36.89320388	0	82.35294118	17.64705882	0	0	58.40248963	41.59751037	0	6.666666667	80	13.33333333	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	9	17	48	38	0	84	18	0	0	563	401	0	1	12	2	0	0	8	0	0	NA	NA	NA	NA	NA	NA	NA
den	0	100	5.091937765	49.22206506	45.68599717	0.248756219	94.52736318	5.223880597	0	0	90.24390244	9.756097561	0	0	95.45454545	4.545454545	0	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	0	901	36	348	323	1	380	21	0	0	37	4	0	0	21	1	0	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA
deo	NA	NA	0	100	0	NA	NA	NA	NA	0	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	NA	NA	NA	NA	0	2	0	0	0	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dep	NA	NA	1.680672269	98.31932773	0	0.163666121	81.17839607	18.65793781	0	0.938967136	82.15962441	13.61502347	3.286384977	0	37.5	62.5	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	117	0	1	496	114	0	2	175	29	7	0	3	5	0	0	5	0	0	NA	NA	NA	NA	NA	NA	NA
deq	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
der	1.282051282	98.71794872	3.546099291	83.68794326	12.76595745	0.526315789	82.10526316	17.36842105	0	0	62.06896552	37.93103448	0	0	63.63636364	36.36363636	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	1	77	5	118	18	1	156	33	0	0	18	11	0	0	7	4	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
des	1.006711409	98.99328859	0.132100396	98.01849406	1.849405548	0.40192926	86.25401929	13.34405145	0	0	91.4893617	3.039513678	5.47112462	0	61.76470588	38.23529412	0	0	100	0	0	0	100	0	NA	NA	NA	NA	6	590	1	742	14	5	1073	166	0	0	301	10	18	0	21	13	0	0	10	0	0	0	1	0	NA	NA	NA	NA
det	5.454545455	94.54545455	0.615384615	98.76923077	0.615384615	0.527704485	88.12664908	11.34564644	0	0.487804878	93.17073171	1.707317073	4.634146341	0	95.12195122	4.87804878	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	52	2	321	2	2	334	43	0	2	382	7	19	0	78	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
deu	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	0	100	0	NA	NA	NA	NA	0	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	3	0	0	1	0	NA	NA	NA	NA
dev	0	100	1.851851852	96.2962963	1.851851852	0.816326531	97.14285714	2.040816327	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	1	52	1	2	238	5	0	0	17	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
di 	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
di'	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dia	0	100	0	44.00584795	55.99415205	0.641025641	35.8974359	63.46153846	0	0	90.38461538	7.692307692	1.923076923	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	0	109	0	301	383	1	56	99	0	0	47	4	1	0	4	0	0	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
dib	0	100	0	100	0	0	8	92	0	0	76.47058824	23.52941176	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	11	0	0	18	207	0	0	13	4	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dic	NA	NA	0	100	0	0.126742712	96.70468948	3.168567807	0	0	94.45843829	5.541561713	0	0	35.71428571	64.28571429	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	494	0	1	763	25	0	0	375	22	0	0	5	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
did	0	100	0	60	40	0	0	100	0	0	60.86956522	39.13043478	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	3	2	0	0	49	0	0	14	9	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
die	0	100	7.843137255	92.15686275	0	0	59.34065934	40.65934066	0	0	66.66666667	33.33333333	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1782	8	94	0	0	54	37	0	0	4	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dif	100	0	0	100	0	17.44142804	35.96132391	46.59724805	0	0	82.75862069	15.27093596	1.97044335	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	1248	0	469	967	1253	0	0	168	31	4	0	14	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dig	0	100	65	32.85714286	2.142857143	0	98.93617021	1.063829787	0	0	70	30	0	14.28571429	85.71428571	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	47	91	46	3	0	186	2	0	0	7	3	0	1	6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dil	NA	NA	6.818181818	93.18181818	0	0.502512563	93.96984925	5.527638191	0	0	60.86956522	39.13043478	0	0	70	30	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	82	0	1	187	11	0	0	28	18	0	0	7	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
