4lett	%ULT_Ty	%PULT_Ty	%APULT_Ty	%PAPULT_Ty	nULT_Ty	nPULT_Ty	nAPULT_Ty	nPAPULT_Ty
ripo	6.896551724	75.86206897	17.24137931	NA	6	66	15	NA
ripr	4.8	69.6	24	1.6	6	87	30	2
ripu	10.81081081	75.67567568	13.51351351	NA	4	28	5	NA
riqu	NA	100	NA	NA	NA	7	NA	NA
risa	3.225806452	82.25806452	14.51612903	NA	2	51	9	NA
risc	4.651162791	79.06976744	16.27906977	NA	6	102	21	NA
rise	6.25	75	18.75	NA	3	36	9	NA
risf	NA	50	NA	50	NA	1	NA	1
risi	4.166666667	75	20.83333333	NA	1	18	5	NA
rism	NA	100	NA	NA	NA	2	NA	NA
risn	NA	100	NA	NA	NA	1	NA	NA
riso	6.493506494	74.02597403	19.48051948	NA	5	57	15	NA
risp	7.5	70.625	21.875	NA	12	113	35	NA
riss	NA	100	NA	NA	NA	6	NA	NA
rist	1.694915254	89.83050847	8.474576271	NA	1	53	5	NA
risu	10.41666667	64.58333333	25	NA	5	31	12	NA
risv	9.523809524	71.42857143	19.04761905	NA	2	15	4	NA
rita	9.375	84.375	6.25	NA	3	27	2	NA
rite	6.382978723	70.21276596	23.40425532	NA	3	33	11	NA
riti	11.76470588	70.58823529	17.64705882	NA	4	24	6	NA
ritm	NA	76.92307692	23.07692308	NA	NA	10	3	NA
rito	7.272727273	74.54545455	18.18181818	NA	4	41	10	NA
ritr	3.703703704	74.07407407	22.22222222	NA	3	60	18	NA
ritt	NA	100	NA	NA	NA	3	NA	NA
ritu	9.090909091	72.72727273	18.18181818	NA	1	8	2	NA
riud	NA	100	NA	NA	NA	1	NA	NA
riun	6.666666667	66.66666667	26.66666667	NA	2	20	8	NA
rius	7.142857143	71.42857143	21.42857143	NA	3	30	9	NA
riut	11.11111111	55.55555556	33.33333333	NA	1	5	3	NA
riva	4	88	8	NA	1	22	2	NA
rive	5.844155844	71.42857143	22.07792208	0.649350649	9	110	34	1
rivi	2.702702703	78.37837838	18.91891892	NA	1	29	7	NA
rivo	5.882352941	62.35294118	31.76470588	NA	5	53	27	NA
rizz	6.666666667	73.33333333	20	NA	1	11	3	NA
roan	NA	100	NA	NA	NA	1	NA	NA
roba	NA	100	NA	NA	NA	3	NA	NA
robb	NA	100	NA	NA	NA	1	NA	NA
robe	NA	100	NA	NA	NA	5	NA	NA
robi	NA	100	NA	NA	NA	6	NA	NA
robo	33.33333333	66.66666667	NA	NA	1	2	NA	NA
robu	NA	100	NA	NA	NA	6	NA	NA
roca	NA	83.33333333	16.66666667	NA	NA	5	1	NA
rocc	NA	100	NA	NA	NA	21	NA	NA
roch	NA	100	NA	NA	NA	2	NA	NA
rock	NA	100	NA	NA	NA	3	NA	NA
roco	33.33333333	66.66666667	NA	NA	1	2	NA	NA
rocr	NA	100	NA	NA	NA	1	NA	NA
roda	28.57142857	57.14285714	14.28571429	NA	2	4	1	NA
rode	NA	81.81818182	18.18181818	NA	NA	9	2	NA
rodi	NA	100	NA	NA	NA	4	NA	NA
rodo	14.28571429	85.71428571	NA	NA	1	6	NA	NA
rodr	NA	100	NA	NA	NA	1	NA	NA
roga	50	50	NA	NA	1	1	NA	NA
roge	NA	100	NA	NA	NA	2	NA	NA
rogg	NA	100	NA	NA	NA	3	NA	NA
rogn	NA	100	NA	NA	NA	4	NA	NA
rogo	NA	75	25	NA	NA	3	1	NA
roip	100	NA	NA	NA	1	NA	NA	NA
rokk	NA	100	NA	NA	NA	1	NA	NA
rola	NA	100	NA	NA	NA	2	NA	NA
role	NA	100	NA	NA	NA	1	NA	NA
roll	NA	100	NA	NA	NA	5	NA	NA
rolo	NA	100	NA	NA	NA	1	NA	NA
roma	NA	85.71428571	14.28571429	NA	NA	48	8	NA
romb	11.11111111	77.77777778	11.11111111	NA	1	7	1	NA
rome	NA	100	NA	NA	NA	6	NA	NA
romi	NA	80	20	NA	NA	4	1	NA
romo	NA	NA	100	NA	NA	NA	3	NA
romp	5.405405405	54.05405405	40.54054054	NA	2	20	15	NA
ronc	NA	83.33333333	16.66666667	NA	NA	10	2	NA
rond	7.692307692	76.92307692	15.38461538	NA	1	10	2	NA
rone	100	NA	NA	NA	1	NA	NA	NA
ronf	NA	100	NA	NA	NA	5	NA	NA
rono	NA	100	NA	NA	NA	1	NA	NA
ront	NA	100	NA	NA	NA	1	NA	NA
ronz	11.11111111	66.66666667	22.22222222	NA	1	6	2	NA
rori	NA	NA	100	NA	NA	NA	2	NA
rosa	5	90	5	NA	1	18	1	NA
rosc	NA	100	NA	NA	NA	2	NA	NA
rose	16.66666667	58.33333333	25	NA	2	7	3	NA
rosi	12.5	75	12.5	NA	2	12	2	NA
rosm	NA	100	NA	NA	NA	2	NA	NA
roso	NA	70	30	NA	NA	7	3	NA
rosp	NA	100	NA	NA	NA	3	NA	NA
ross	5.405405405	94.59459459	NA	NA	2	35	NA	NA
rost	NA	100	NA	NA	NA	7	NA	NA
rosy	NA	100	NA	NA	NA	1	NA	NA
rota	NA	90	10	NA	NA	9	1	NA
rote	14.28571429	57.14285714	28.57142857	NA	1	4	2	NA
roto	8.695652174	60.86956522	26.08695652	4.347826087	2	14	6	1
rott	NA	91.66666667	8.333333333	NA	NA	11	1	NA
rova	NA	100	NA	NA	NA	4	NA	NA
rove	2.857142857	71.42857143	25.71428571	NA	1	25	9	NA
rovi	3.125	87.5	9.375	NA	1	28	3	NA
rovo	NA	100	NA	NA	NA	1	NA	NA
roya	NA	100	NA	NA	NA	1	NA	NA
rozz	NA	100	NA	NA	NA	7	NA	NA
ruan	NA	100	NA	NA	NA	3	NA	NA
ruba	8.695652174	73.91304348	17.39130435	NA	2	17	4	NA
rubb	NA	100	NA	NA	NA	4	NA	NA
rube	NA	100	NA	NA	NA	7	NA	NA
rubi	NA	100	NA	NA	NA	13	NA	NA
rubl	NA	100	NA	NA	NA	2	NA	NA
rubr	NA	100	NA	NA	NA	6	NA	NA
ruch	NA	100	NA	NA	NA	1	NA	NA
ruco	NA	NA	100	NA	NA	NA	1	NA
ruda	NA	100	NA	NA	NA	1	NA	NA
rude	NA	71.42857143	28.57142857	NA	NA	5	2	NA
rudi	NA	100	NA	NA	NA	3	NA	NA
ruff	NA	87.5	12.5	NA	NA	7	1	NA
ruga	NA	100	NA	NA	NA	4	NA	NA
rugg	NA	82.35294118	17.64705882	NA	NA	14	3	NA
rugh	NA	100	NA	NA	NA	1	NA	NA
rugi	NA	100	NA	NA	NA	2	NA	NA
rugo	33.33333333	66.66666667	NA	NA	1	2	NA	NA
ruin	NA	NA	100	NA	NA	NA	1	NA
rull	NA	80	20	NA	NA	4	1	NA
rume	NA	100	NA	NA	NA	3	NA	NA
rumi	NA	66.66666667	NA	33.33333333	NA	2	NA	1
rumm	NA	100	NA	NA	NA	1	NA	NA
rumo	6.666666667	86.66666667	6.666666667	NA	1	13	1	NA
ruol	NA	100	NA	NA	NA	2	NA	NA
ruot	14.28571429	57.14285714	28.57142857	NA	2	8	4	NA
rupe	NA	100	NA	NA	NA	5	NA	NA
rupi	NA	50	50	NA	NA	1	1	NA
rupo	NA	100	NA	NA	NA	1	NA	NA
rura	NA	100	NA	NA	NA	2	NA	NA
rusc	NA	100	NA	NA	NA	5	NA	NA
ruse	100	NA	NA	NA	1	NA	NA	NA
rusp	NA	83.33333333	16.66666667	NA	NA	5	1	NA
russ	NA	76.92307692	23.07692308	NA	NA	10	3	NA
rust	10	50	40	NA	1	5	4	NA
ru't	NA	NA	100	NA	NA	NA	1	NA
ruta	NA	100	NA	NA	NA	1	NA	NA
rute	NA	100	NA	NA	NA	2	NA	NA
ruti	NA	100	NA	NA	NA	2	NA	NA
ruto	100	NA	NA	NA	1	NA	NA	NA
rutt	NA	66.66666667	33.33333333	NA	NA	2	1	NA
ruvi	20	NA	80	NA	1	NA	4	NA
ruzz	NA	87.5	12.5	NA	NA	7	1	NA
saba	NA	84.61538462	15.38461538	NA	NA	11	2	NA
sabb	NA	91.66666667	8.333333333	NA	NA	11	1	NA
sabe	33.33333333	66.66666667	NA	NA	1	2	NA	NA
sabi	NA	100	NA	NA	NA	4	NA	NA
sabo	16.66666667	83.33333333	NA	NA	1	5	NA	NA
sabr	NA	100	NA	NA	NA	1	NA	NA
sacc	NA	96.77419355	3.225806452	NA	NA	30	1	NA
sace	NA	100	NA	NA	NA	5	NA	NA
sach	NA	100	NA	NA	NA	1	NA	NA
saci	NA	NA	100	NA	NA	NA	1	NA
sacr	4.166666667	72.91666667	18.75	4.166666667	2	35	9	2
sada	50	50	NA	NA	1	1	NA	NA
sadd	100	NA	NA	NA	1	NA	NA	NA
sadi	NA	42.85714286	57.14285714	NA	NA	3	4	NA
sado	NA	100	NA	NA	NA	3	NA	NA
saec	NA	50	50	NA	NA	1	1	NA
saet	16.66666667	83.33333333	NA	NA	1	5	NA	NA
safa	NA	50	50	NA	NA	1	1	NA
saff	NA	50	50	NA	NA	2	2	NA
saga	16.66666667	83.33333333	NA	NA	1	5	NA	NA
sagg	5.882352941	76.47058824	17.64705882	NA	1	13	3	NA
sagi	NA	100	NA	NA	NA	1	NA	NA
sagl	NA	100	NA	NA	NA	2	NA	NA
sago	12.5	37.5	50	NA	1	3	4	NA
sagr	NA	100	NA	NA	NA	7	NA	NA
sagu	33.33333333	66.66666667	NA	NA	1	2	NA	NA
saha	NA	100	NA	NA	NA	4	NA	NA
saig	100	NA	NA	NA	1	NA	NA	NA
saio	NA	100	NA	NA	NA	2	NA	NA
saip	NA	100	NA	NA	NA	1	NA	NA
sala	NA	88.88888889	11.11111111	NA	NA	32	4	NA
salc	NA	100	NA	NA	NA	1	NA	NA
sald	5.263157895	89.47368421	5.263157895	NA	1	17	1	NA
sale	NA	100	NA	NA	NA	18	NA	NA
salg	NA	100	NA	NA	NA	1	NA	NA
sali	12.5	75	12.5	NA	6	36	6	NA
sall	NA	100	NA	NA	NA	1	NA	NA
salm	6.666666667	93.33333333	NA	NA	1	14	NA	NA
saln	NA	100	NA	NA	NA	1	NA	NA
salo	23.07692308	69.23076923	7.692307692	NA	3	9	1	NA
salp	NA	100	NA	NA	NA	4	NA	NA
sals	NA	91.66666667	8.333333333	NA	NA	11	1	NA
salt	9.803921569	80.39215686	9.803921569	NA	5	41	5	NA
salu	6	72	22	NA	3	36	11	NA
salv	2.631578947	78.94736842	18.42105263	NA	2	60	14	NA
sama	NA	100	NA	NA	NA	4	NA	NA
samb	NA	100	NA	NA	NA	2	NA	NA
samm	NA	100	NA	NA	NA	4	NA	NA
samp	11.11111111	88.88888889	NA	NA	1	8	NA	NA
sams	NA	100	NA	NA	NA	1	NA	NA
samu	33.33333333	66.66666667	NA	NA	1	2	NA	NA
sana	8.333333333	91.66666667	NA	NA	1	11	NA	NA
sanc	12.5	75	12.5	NA	2	12	2	NA
sand	27.27272727	54.54545455	18.18181818	NA	3	6	2	NA
sanf	NA	100	NA	NA	NA	2	NA	NA
sang	7.317073171	85.36585366	4.87804878	2.43902439	3	35	2	1
sani	12.5	62.5	25	NA	1	5	2	NA
sanl	NA	100	NA	NA	NA	1	NA	NA
sann	NA	80	20	NA	NA	4	1	NA
sano	NA	100	NA	NA	NA	5	NA	NA
sanp	NA	50	50	NA	NA	1	1	NA
sanr	NA	100	NA	NA	NA	5	NA	NA
sans	10	80	10	NA	1	8	1	NA
sant	1.428571429	82.85714286	15.71428571	NA	1	58	11	NA
sanv	NA	100	NA	NA	NA	1	NA	NA
sanz	NA	91.66666667	8.333333333	NA	NA	11	1	NA
sape	5.882352941	72.54901961	21.56862745	NA	3	37	11	NA
sapi	NA	80	20	NA	NA	8	2	NA
sapo	NA	100	NA	NA	NA	10	NA	NA
sapp	33.33333333	66.66666667	NA	NA	1	2	NA	NA
sapr	NA	100	NA	NA	NA	1	NA	NA
sapu	NA	100	NA	NA	NA	1	NA	NA
saqq	NA	100	NA	NA	NA	1	NA	NA
sara	5.263157895	94.73684211	NA	NA	1	18	NA	NA
sarc	NA	58.33333333	41.66666667	NA	NA	7	5	NA
sard	NA	86.66666667	13.33333333	NA	NA	13	2	NA
sare	NA	100	NA	NA	NA	1	NA	NA
sarf	NA	100	NA	NA	NA	1	NA	NA
sarg	100	NA	NA	NA	1	NA	NA	NA
sari	NA	100	NA	NA	NA	2	NA	NA
sarl	NA	100	NA	NA	NA	1	NA	NA
sarn	NA	100	NA	NA	NA	3	NA	NA
saro	NA	100	NA	NA	NA	2	NA	NA
sarp	NA	100	NA	NA	NA	1	NA	NA
sarr	NA	100	NA	NA	NA	2	NA	NA
sart	7.142857143	92.85714286	NA	NA	1	13	NA	NA
saru	NA	100	NA	NA	NA	1	NA	NA
sarz	NA	100	NA	NA	NA	2	NA	NA
sass	NA	86.36363636	13.63636364	NA	NA	19	3	NA
sast	NA	100	NA	NA	NA	1	NA	NA
sata	NA	28.57142857	71.42857143	NA	NA	2	5	NA
sate	NA	60	40	NA	NA	3	2	NA
sati	NA	50	50	NA	NA	6	6	NA
sato	NA	100	NA	NA	NA	1	NA	NA
satr	NA	NA	100	NA	NA	NA	1	NA
satt	NA	100	NA	NA	NA	1	NA	NA
satu	NA	54.54545455	36.36363636	9.090909091	NA	6	4	1
saud	NA	100	NA	NA	NA	2	NA	NA
saun	NA	100	NA	NA	NA	2	NA	NA
saur	NA	100	NA	NA	NA	3	NA	NA
sava	NA	100	NA	NA	NA	5	NA	NA
save	NA	100	NA	NA	NA	8	NA	NA
savi	NA	91.66666667	8.333333333	NA	NA	11	1	NA
savo	NA	100	NA	NA	NA	8	NA	NA
saxa	NA	100	NA	NA	NA	1	NA	NA
saxu	NA	100	NA	NA	NA	1	NA	NA
sazi	8.333333333	91.66666667	NA	NA	1	11	NA	NA
sbac	NA	100	NA	NA	NA	2	NA	NA
sbad	25	62.5	12.5	NA	2	5	1	NA
sbaf	NA	100	NA	NA	NA	2	NA	NA
sbag	12.5	79.16666667	8.333333333	NA	3	19	2	NA
sbal	NA	92.59259259	7.407407407	NA	NA	25	2	NA
sban	3.846153846	84.61538462	11.53846154	NA	1	22	3	NA
sbar	5.769230769	84.61538462	9.615384615	NA	3	44	5	NA
sbat	12	52	36	NA	3	13	9	NA
sbav	NA	100	NA	NA	NA	3	NA	NA
sbef	NA	75	25	NA	NA	3	1	NA
sbel	NA	66.66666667	33.33333333	NA	NA	2	1	NA
sber	NA	100	NA	NA	NA	4	NA	NA
sbia	NA	75	25	NA	NA	12	4	NA
sbie	NA	100	NA	NA	NA	1	NA	NA
sbig	NA	100	NA	NA	NA	6	NA	NA
sbil	NA	86.66666667	13.33333333	NA	NA	13	2	NA
sbir	8.333333333	83.33333333	8.333333333	NA	1	10	1	NA
sbiz	NA	66.66666667	33.33333333	NA	NA	2	1	NA
sblo	NA	81.81818182	18.18181818	NA	NA	9	2	NA
sboc	12.5	75	12.5	NA	2	12	2	NA
sbol	NA	100	NA	NA	NA	3	NA	NA
sbor	9.090909091	90.90909091	NA	NA	1	10	NA	NA
sbot	11.11111111	77.77777778	11.11111111	NA	1	7	1	NA
sboz	NA	100	NA	NA	NA	1	NA	NA
sbra	15	65	20	NA	3	13	4	NA
sbre	NA	100	NA	NA	NA	3	NA	NA
sbri	NA	82.14285714	17.85714286	NA	NA	23	5	NA
sbro	NA	75	25	NA	NA	3	1	NA
sbru	NA	100	NA	NA	NA	4	NA	NA
sbuc	4.545454545	81.81818182	13.63636364	NA	1	18	3	NA
sbud	NA	100	NA	NA	NA	2	NA	NA
sbuf	14.28571429	85.71428571	NA	NA	1	6	NA	NA
sbug	NA	100	NA	NA	NA	1	NA	NA
scab	14.28571429	85.71428571	NA	NA	1	6	NA	NA
scac	5.555555556	94.44444444	NA	NA	1	17	NA	NA
scad	5.882352941	88.23529412	5.882352941	NA	1	15	1	NA
scaf	NA	100	NA	NA	NA	6	NA	NA
scag	3.571428571	82.14285714	14.28571429	NA	1	23	4	NA
scai	NA	100	NA	NA	NA	2	NA	NA
scal	2.884615385	81.73076923	14.42307692	0.961538462	3	85	15	1
scam	3.333333333	71.66666667	25	NA	2	43	15	NA
scan	6.578947368	73.68421053	19.73684211	NA	5	56	15	NA
scap	6.976744186	72.09302326	20.93023256	NA	3	31	9	NA
scar	3.703703704	83.7037037	11.85185185	0.740740741	5	113	16	1
scas	NA	100	NA	NA	NA	6	NA	NA
scat	9.85915493	71.83098592	18.30985915	NA	7	51	13	NA
scav	7.317073171	73.17073171	19.51219512	NA	3	30	8	NA
scaz	NA	75	25	NA	NA	3	1	NA
sceg	4.87804878	56.09756098	39.02439024	NA	2	23	16	NA
scei	NA	100	NA	NA	NA	2	NA	NA
scel	NA	91.66666667	8.333333333	NA	NA	11	1	NA
scem	NA	92.85714286	7.142857143	NA	NA	13	1	NA
scen	3.278688525	72.13114754	24.59016393	NA	2	44	15	NA
scer	NA	100	NA	NA	NA	4	NA	NA
sces	NA	100	NA	NA	NA	2	NA	NA
scet	NA	50	50	NA	NA	4	4	NA
scev	NA	50	50	NA	NA	1	1	NA
sche	2.352941176	82.35294118	15.29411765	NA	2	70	13	NA
schi	5.945945946	81.08108108	12.43243243	0.540540541	11	150	23	1
scia	NA	91.25	8.75	NA	NA	73	7	NA
scib	NA	50	50	NA	NA	1	1	NA
scic	NA	100	NA	NA	NA	4	NA	NA
scie	8.333333333	58.33333333	33.33333333	NA	1	7	4	NA
scif	NA	100	NA	NA	NA	1	NA	NA
scii	NA	42.85714286	57.14285714	NA	NA	3	4	NA
scil	NA	100	NA	NA	NA	1	NA	NA
scim	9.090909091	90.90909091	NA	NA	1	10	NA	NA
scin	NA	68.75	31.25	NA	NA	11	5	NA
scio	3.03030303	69.6969697	25.75757576	1.515151515	2	46	17	1
scip	NA	83.33333333	16.66666667	NA	NA	10	2	NA
scir	11.11111111	88.88888889	NA	NA	1	8	NA	NA
scis	NA	83.33333333	16.66666667	NA	NA	5	1	NA
sciu	8.333333333	91.66666667	NA	NA	1	11	NA	NA
sciv	4.347826087	69.56521739	21.73913043	4.347826087	1	16	5	1
scla	NA	100	NA	NA	NA	2	NA	NA
scle	NA	100	NA	NA	NA	4	NA	NA
sclo	NA	100	NA	NA	NA	1	NA	NA
scoc	NA	100	NA	NA	NA	13	NA	NA
scod	NA	87.5	NA	12.5	NA	7	NA	1
scof	NA	100	NA	NA	NA	2	NA	NA
scog	NA	100	NA	NA	NA	5	NA	NA
scoi	NA	NA	100	NA	NA	NA	2	NA
scol	1.754385965	84.21052632	14.03508772	NA	1	48	8	NA
scom	4.395604396	75.82417582	19.78021978	NA	4	69	18	NA
scon	3.977272727	82.38636364	13.63636364	NA	7	145	24	NA
scoo	NA	100	NA	NA	NA	3	NA	NA
scop	5.940594059	76.23762376	17.82178218	NA	6	77	18	NA
scor	5.797101449	70.28985507	23.91304348	NA	8	97	33	NA
scos	7.407407407	81.48148148	11.11111111	NA	2	22	3	NA
scot	4.545454545	72.72727273	22.72727273	NA	1	16	5	NA
scov	NA	88.88888889	11.11111111	NA	NA	8	1	NA
scoz	NA	100	NA	NA	NA	3	NA	NA
scra	NA	100	NA	NA	NA	2	NA	NA
scre	8.333333333	91.66666667	NA	NA	1	11	NA	NA
scri	2.173913043	65.2173913	30.43478261	2.173913043	2	60	28	2
scro	6.451612903	77.41935484	16.12903226	NA	2	24	5	NA
scru	3.03030303	75.75757576	21.21212121	NA	1	25	7	NA
scub	NA	100	NA	NA	NA	1	NA	NA
scuc	NA	75	25	NA	NA	3	1	NA
scud	NA	100	NA	NA	NA	13	NA	NA
scug	NA	100	NA	NA	NA	2	NA	NA
scul	NA	69.23076923	30.76923077	NA	NA	9	4	NA
scuo	3.703703704	55.55555556	40.74074074	NA	1	15	11	NA
scur	NA	100	NA	NA	NA	9	NA	NA
scus	4	60	36	NA	1	15	9	NA
scut	NA	50	50	NA	NA	1	1	NA
sdeb	NA	100	NA	NA	NA	1	NA	NA
sdeg	NA	100	NA	NA	NA	11	NA	NA
sden	NA	100	NA	NA	NA	2	NA	NA
sdig	NA	100	NA	NA	NA	1	NA	NA
sdil	NA	100	NA	NA	NA	1	NA	NA
sdog	NA	100	NA	NA	NA	2	NA	NA
sdop	NA	87.5	12.5	NA	NA	7	1	NA
sdra	5.882352941	76.47058824	17.64705882	NA	1	13	3	NA
sdru	NA	100	NA	NA	NA	4	NA	NA
seat	NA	100	NA	NA	NA	1	NA	NA
seba	NA	33.33333333	66.66666667	NA	NA	1	2	NA
sebb	NA	100	NA	NA	NA	1	NA	NA
sebe	NA	100	NA	NA	NA	1	NA	NA
sebi	NA	100	NA	NA	NA	1	NA	NA
sebo	NA	100	NA	NA	NA	3	NA	NA
seca	NA	100	NA	NA	NA	1	NA	NA
secc	NA	94.28571429	5.714285714	NA	NA	33	2	NA
sece	NA	78.57142857	21.42857143	NA	NA	11	3	NA
seci	NA	50	50	NA	NA	1	1	NA
seck	100	NA	NA	NA	1	NA	NA	NA
seco	NA	85.18518519	14.81481481	NA	NA	23	4	NA
secr	NA	100	NA	NA	NA	3	NA	NA
sect	NA	50	50	NA	NA	1	1	NA
secu	NA	100	NA	NA	NA	2	NA	NA
seda	NA	83.33333333	16.66666667	NA	NA	5	1	NA
sede	7.142857143	73.80952381	19.04761905	NA	3	31	8	NA
sedi	NA	83.33333333	16.66666667	NA	NA	20	4	NA
sedo	100	NA	NA	NA	1	NA	NA	NA
sedu	6.451612903	90.32258065	3.225806452	NA	2	28	1	NA
sega	7.142857143	85.71428571	7.142857143	NA	1	12	1	NA
sege	NA	100	NA	NA	NA	1	NA	NA
segg	NA	75	25	NA	NA	6	2	NA
segh	NA	100	NA	NA	NA	3	NA	NA
segm	NA	66.66666667	33.33333333	NA	NA	2	1	NA
segn	6.25	73.4375	20.3125	NA	4	47	13	NA
sego	NA	100	NA	NA	NA	2	NA	NA
segr	NA	100	NA	NA	NA	20	NA	NA
segu	10.44776119	68.65671642	19.40298507	1.492537313	7	46	13	1
seic	NA	100	NA	NA	NA	6	NA	NA
seim	NA	100	NA	NA	NA	1	NA	NA
sein	NA	100	NA	NA	NA	1	NA	NA
seko	NA	100	NA	NA	NA	1	NA	NA
seku	NA	NA	100	NA	NA	NA	1	NA
selc	NA	100	NA	NA	NA	5	NA	NA
sele	7.142857143	78.57142857	14.28571429	NA	2	22	4	NA
seli	50	50	NA	NA	1	1	NA	NA
sell	NA	100	NA	NA	NA	7	NA	NA
selm	100	NA	NA	NA	1	NA	NA	NA
seln	NA	100	NA	NA	NA	1	NA	NA
selv	NA	71.42857143	28.57142857	NA	NA	10	4	NA
sema	NA	16.66666667	83.33333333	NA	NA	1	5	NA
semb	12.5	71.875	15.625	NA	4	23	5	NA
seme	NA	100	NA	NA	NA	11	NA	NA
semi	5.34351145	77.09923664	17.55725191	NA	7	101	23	NA
semm	NA	100	NA	NA	NA	1	NA	NA
semo	NA	75	25	NA	NA	3	1	NA
semp	7.142857143	60.71428571	28.57142857	3.571428571	2	17	8	1
sena	21.42857143	71.42857143	7.142857143	NA	3	10	1	NA
send	NA	100	NA	NA	NA	2	NA	NA
sene	NA	71.42857143	28.57142857	NA	NA	5	2	NA
seni	NA	100	NA	NA	NA	6	NA	NA
senn	50	50	NA	NA	2	2	NA	NA
seno	25	50	25	NA	2	4	2	NA
sens	7.692307692	82.05128205	10.25641026	NA	3	32	4	NA
sent	7.058823529	69.41176471	23.52941176	NA	6	59	20	NA
senu	NA	100	NA	NA	NA	1	NA	NA
senz	NA	100	NA	NA	NA	7	NA	NA
se'p	100	NA	NA	NA	1	NA	NA	NA
sepa	5.263157895	76.31578947	18.42105263	NA	2	29	7	NA
sepe	NA	100	NA	NA	NA	3	NA	NA
sepo	NA	100	NA	NA	NA	8	NA	NA
sepp	8.333333333	75	16.66666667	NA	2	18	4	NA
sept	NA	100	NA	NA	NA	1	NA	NA
sepu	NA	100	NA	NA	NA	1	NA	NA
sequ	4.347826087	82.60869565	13.04347826	NA	1	19	3	NA
sera	5.263157895	73.68421053	21.05263158	NA	1	14	4	NA
serb	8.333333333	75	16.66666667	NA	1	9	2	NA
sere	7.142857143	85.71428571	7.142857143	NA	1	12	1	NA
serg	NA	100	NA	NA	NA	4	NA	NA
seri	9.090909091	68.18181818	22.72727273	NA	2	15	5	NA
serl	NA	100	NA	NA	NA	1	NA	NA
serm	NA	100	NA	NA	NA	6	NA	NA
sero	NA	NA	100	NA	NA	NA	1	NA
serp	5.555555556	83.33333333	11.11111111	NA	1	15	2	NA
serr	3.333333333	83.33333333	13.33333333	NA	1	25	4	NA
sers	NA	100	NA	NA	NA	1	NA	NA
serv	6.349206349	65.07936508	28.57142857	NA	4	41	18	NA
sesa	NA	NA	100	NA	NA	NA	1	NA
sesi	NA	100	NA	NA	NA	1	NA	NA
sess	7.692307692	76.92307692	15.38461538	NA	3	30	6	NA
sest	8.333333333	91.66666667	NA	NA	1	11	NA	NA
se't	NA	100	NA	NA	NA	1	NA	NA
seta	NA	91.66666667	8.333333333	NA	NA	11	1	NA
sete	NA	100	NA	NA	NA	1	NA	NA
seto	NA	50	50	NA	NA	1	1	NA
sett	2.985074627	88.05970149	8.955223881	NA	2	59	6	NA
seve	9.090909091	72.72727273	18.18181818	NA	1	8	2	NA
sevi	NA	100	NA	NA	NA	2	NA	NA
sezi	NA	100	NA	NA	NA	4	NA	NA
sezz	NA	100	NA	NA	NA	1	NA	NA
sfac	NA	91.66666667	8.333333333	NA	NA	11	1	NA
sfal	NA	80	20	NA	NA	8	2	NA
sfam	NA	100	NA	NA	NA	6	NA	NA
sfar	7.142857143	85.71428571	7.142857143	NA	1	12	1	NA
sfas	NA	86.66666667	13.33333333	NA	NA	13	2	NA
sfat	NA	100	NA	NA	NA	9	NA	NA
sfav	NA	77.77777778	22.22222222	NA	NA	7	2	NA
sfeg	NA	100	NA	NA	NA	2	NA	NA
sfer	3.846153846	80.76923077	15.38461538	NA	1	21	4	NA
sfia	NA	100	NA	NA	NA	9	NA	NA
sfib	NA	100	NA	NA	NA	5	NA	NA
sfid	3.125	75	21.875	NA	1	24	7	NA
sfig	NA	80	20	NA	NA	8	2	NA
sfil	11.76470588	76.47058824	11.76470588	NA	2	13	2	NA
sfin	NA	83.33333333	16.66666667	NA	NA	10	2	NA
sfio	7.692307692	73.07692308	19.23076923	NA	2	19	5	NA
sfit	NA	100	NA	NA	NA	1	NA	NA
sfiz	50	50	NA	NA	1	1	NA	NA
sfoc	9.090909091	81.81818182	9.090909091	NA	1	9	1	NA
sfod	NA	60	40	NA	NA	6	4	NA
sfog	6.060606061	81.81818182	12.12121212	NA	2	27	4	NA
sfol	NA	92.30769231	7.692307692	NA	NA	12	1	NA
sfon	NA	83.33333333	16.66666667	NA	NA	15	3	NA
sfor	5.882352941	70.58823529	23.52941176	NA	3	36	12	NA
sfot	25	75	NA	NA	1	3	NA	NA
sfra	13.33333333	80	6.666666667	NA	2	12	1	NA
sfre	4.166666667	79.16666667	16.66666667	NA	1	19	4	NA
sfri	NA	66.66666667	33.33333333	NA	NA	2	1	NA
sfro	NA	100	NA	NA	NA	6	NA	NA
sfru	NA	90	10	NA	NA	18	2	NA
sfug	8.333333333	87.5	4.166666667	NA	2	21	1	NA
sfum	6.666666667	73.33333333	20	NA	1	11	3	NA
sfuo	NA	50	50	NA	NA	1	1	NA
sfur	NA	100	NA	NA	NA	2	NA	NA
sfus	NA	100	NA	NA	NA	3	NA	NA
sgab	NA	100	NA	NA	NA	3	NA	NA
sgal	NA	100	NA	NA	NA	2	NA	NA
sgam	11.11111111	88.88888889	NA	NA	1	8	NA	NA
sgan	NA	93.33333333	6.666666667	NA	NA	14	1	NA
sgar	NA	92.30769231	7.692307692	NA	NA	12	1	NA
sgat	20	60	20	NA	1	3	1	NA
sghe	NA	100	NA	NA	NA	4	NA	NA
