4lett	%ULT_Ty	%PULT_Ty	%APULT_Ty	%PAPULT_Ty	nULT_Ty	nPULT_Ty	nAPULT_Ty	nPAPULT_Ty
cioe	100	NA	NA	NA	1	NA	NA	NA
ciof	NA	100	NA	NA	NA	1	NA	NA
ciol	NA	100	NA	NA	NA	1	NA	NA
cion	NA	66.66666667	22.22222222	11.11111111	NA	6	2	1
cior	100	NA	NA	NA	1	NA	NA	NA
ciot	NA	25	75	NA	NA	1	3	NA
cipi	NA	100	NA	NA	NA	2	NA	NA
cipo	NA	100	NA	NA	NA	7	NA	NA
cipp	NA	100	NA	NA	NA	3	NA	NA
cipr	NA	91.66666667	8.333333333	NA	NA	11	1	NA
circ	5.208333333	76.04166667	16.66666667	2.083333333	5	73	16	2
cire	NA	66.66666667	33.33333333	NA	NA	2	1	NA
ciri	33.33333333	44.44444444	22.22222222	NA	3	4	2	NA
ciro	33.33333333	66.66666667	NA	NA	1	2	NA	NA
cirr	NA	75	25	NA	NA	3	1	NA
ciru	NA	100	NA	NA	NA	1	NA	NA
cisa	NA	50	50	NA	NA	1	1	NA
cisc	NA	100	NA	NA	NA	1	NA	NA
cisg	NA	100	NA	NA	NA	1	NA	NA
cisi	NA	100	NA	NA	NA	1	NA	NA
cisl	NA	100	NA	NA	NA	1	NA	NA
cisn	NA	100	NA	NA	NA	1	NA	NA
ciso	NA	100	NA	NA	NA	1	NA	NA
cisp	NA	100	NA	NA	NA	2	NA	NA
ciss	NA	100	NA	NA	NA	2	NA	NA
cist	NA	90	10	NA	NA	9	1	NA
cita	8.333333333	75	16.66666667	NA	2	18	4	NA
cite	50	50	NA	NA	1	1	NA	NA
citi	NA	NA	100	NA	NA	NA	1	NA
cito	NA	57.14285714	42.85714286	NA	NA	4	3	NA
citr	25	50	25	NA	1	2	1	NA
citt	14.28571429	85.71428571	NA	NA	2	12	NA	NA
ciuc	NA	100	NA	NA	NA	2	NA	NA
ciuf	NA	100	NA	NA	NA	3	NA	NA
ciul	NA	100	NA	NA	NA	2	NA	NA
ciur	50	50	NA	NA	2	2	NA	NA
ciuv	NA	100	NA	NA	NA	1	NA	NA
cive	NA	83.33333333	16.66666667	NA	NA	10	2	NA
civi	7.692307692	69.23076923	23.07692308	NA	2	18	6	NA
clab	NA	100	NA	NA	NA	1	NA	NA
clac	NA	100	NA	NA	NA	1	NA	NA
clam	NA	88.88888889	11.11111111	NA	NA	8	1	NA
clan	16.66666667	83.33333333	NA	NA	1	5	NA	NA
clar	NA	100	NA	NA	NA	7	NA	NA
clas	2.941176471	61.76470588	32.35294118	2.941176471	1	21	11	1
clau	NA	66.66666667	33.33333333	NA	NA	8	4	NA
clav	NA	40	60	NA	NA	2	3	NA
clel	NA	100	NA	NA	NA	2	NA	NA
clem	NA	100	NA	NA	NA	7	NA	NA
clen	NA	100	NA	NA	NA	1	NA	NA
cleo	NA	100	NA	NA	NA	3	NA	NA
clep	NA	100	NA	NA	NA	1	NA	NA
cler	NA	60	40	NA	NA	3	2	NA
cles	NA	100	NA	NA	NA	1	NA	NA
clet	NA	100	NA	NA	NA	2	NA	NA
clic	NA	100	NA	NA	NA	2	NA	NA
clie	NA	100	NA	NA	NA	7	NA	NA
clim	NA	53.33333333	46.66666667	NA	NA	8	7	NA
clin	NA	60	40	NA	NA	6	4	NA
clio	NA	100	NA	NA	NA	1	NA	NA
clis	NA	100	NA	NA	NA	2	NA	NA
clit	NA	80	20	NA	NA	4	1	NA
clod	NA	100	NA	NA	NA	1	NA	NA
clon	NA	85.71428571	14.28571429	NA	NA	6	1	NA
clor	NA	72.72727273	27.27272727	NA	NA	8	3	NA
clot	NA	100	NA	NA	NA	1	NA	NA
clun	NA	100	NA	NA	NA	1	NA	NA
clus	NA	100	NA	NA	NA	1	NA	NA
cnos	NA	100	NA	NA	NA	1	NA	NA
coab	NA	66.66666667	NA	33.33333333	NA	2	NA	1
coac	NA	100	NA	NA	NA	1	NA	NA
coad	NA	100	NA	NA	NA	4	NA	NA
coag	14.28571429	57.14285714	28.57142857	NA	1	4	2	NA
coal	NA	100	NA	NA	NA	4	NA	NA
coas	NA	100	NA	NA	NA	1	NA	NA
coat	NA	100	NA	NA	NA	8	NA	NA
coau	NA	100	NA	NA	NA	3	NA	NA
coaz	NA	100	NA	NA	NA	2	NA	NA
coba	NA	100	NA	NA	NA	1	NA	NA
cobi	NA	100	NA	NA	NA	1	NA	NA
cobr	NA	100	NA	NA	NA	1	NA	NA
coca	NA	75	25	NA	NA	3	1	NA
cocc	NA	82.35294118	14.70588235	2.941176471	NA	28	5	1
coce	NA	100	NA	NA	NA	2	NA	NA
cock	NA	100	NA	NA	NA	1	NA	NA
coco	NA	60	40	NA	NA	3	2	NA
cocu	NA	NA	100	NA	NA	NA	1	NA
coda	NA	100	NA	NA	NA	8	NA	NA
code	NA	100	NA	NA	NA	5	NA	NA
codi	10.52631579	73.68421053	15.78947368	NA	2	14	3	NA
codo	NA	100	NA	NA	NA	2	NA	NA
codr	NA	50	50	NA	NA	1	1	NA
coed	NA	100	NA	NA	NA	1	NA	NA
coef	NA	100	NA	NA	NA	2	NA	NA
coel	NA	100	NA	NA	NA	1	NA	NA
coer	NA	100	NA	NA	NA	7	NA	NA
coes	NA	55.55555556	44.44444444	NA	NA	5	4	NA
coet	NA	NA	100	NA	NA	NA	4	NA
coev	NA	100	NA	NA	NA	2	NA	NA
cofa	NA	66.66666667	33.33333333	NA	NA	2	1	NA
coff	NA	100	NA	NA	NA	1	NA	NA
cofo	NA	100	NA	NA	NA	1	NA	NA
coge	NA	100	NA	NA	NA	2	NA	NA
cogi	NA	NA	100	NA	NA	NA	1	NA
cogl	6.25	56.25	37.5	NA	2	18	12	NA
cogn	NA	100	NA	NA	NA	17	NA	NA
coib	NA	100	NA	NA	NA	2	NA	NA
coim	NA	100	NA	NA	NA	2	NA	NA
coin	6.382978723	63.82978723	29.78723404	NA	3	30	14	NA
coir	NA	100	NA	NA	NA	1	NA	NA
coit	NA	NA	100	NA	NA	NA	1	NA
cola	7.692307692	80.76923077	11.53846154	NA	2	21	3	NA
colb	NA	100	NA	NA	NA	1	NA	NA
colc	NA	100	NA	NA	NA	1	NA	NA
cold	NA	100	NA	NA	NA	2	NA	NA
cole	NA	75	25	NA	NA	6	2	NA
colg	NA	100	NA	NA	NA	1	NA	NA
coli	28.57142857	42.85714286	28.57142857	NA	2	3	2	NA
coll	4.081632653	78.06122449	15.81632653	2.040816327	8	153	31	4
colm	6.25	81.25	12.5	NA	1	13	2	NA
coln	NA	100	NA	NA	NA	1	NA	NA
colo	3.529411765	85.88235294	10.58823529	NA	3	73	9	NA
colp	3.921568627	80.39215686	15.68627451	NA	2	41	8	NA
colt	NA	87.5	12.5	NA	NA	35	5	NA
colu	NA	100	NA	NA	NA	12	NA	NA
colz	NA	100	NA	NA	NA	1	NA	NA
coma	3.846153846	88.46153846	7.692307692	NA	1	23	2	NA
comb	7.8125	68.75	23.4375	NA	5	44	15	NA
come	NA	100	NA	NA	NA	10	NA	NA
comi	9.615384615	65.38461538	25	NA	5	34	13	NA
comm	5.063291139	82.27848101	12.65822785	NA	8	130	20	NA
como	13.33333333	53.33333333	33.33333333	NA	2	8	5	NA
comp	4.828973843	76.65995976	17.70623742	0.804828974	24	381	88	4
comu	12.72727273	76.36363636	9.090909091	1.818181818	7	42	5	1
cona	NA	100	NA	NA	NA	3	NA	NA
conc	3.496503497	73.77622378	22.02797203	0.699300699	10	211	63	2
cond	4.093567251	73.68421053	22.22222222	NA	7	126	38	NA
cone	NA	100	NA	NA	NA	2	NA	NA
conf	6.349206349	75.23809524	18.0952381	0.317460317	20	237	57	1
cong	3.092783505	83.50515464	13.40206186	NA	3	81	13	NA
coni	3.571428571	71.42857143	25	NA	1	20	7	NA
conn	NA	84.84848485	15.15151515	NA	NA	28	5	NA
cono	1.960784314	66.66666667	31.37254902	NA	1	34	16	NA
conq	12.90322581	70.96774194	16.12903226	NA	4	22	5	NA
conr	NA	100	NA	NA	NA	2	NA	NA
cons	4.428904429	74.12587413	20.51282051	0.932400932	19	318	88	4
cont	4.508856683	81.15942029	14.00966184	0.322061192	28	504	87	2
conv	4.975124378	71.64179104	22.3880597	0.995024876	10	144	45	2
coop	10	70	20	NA	1	7	2	NA
coor	6.25	81.25	12.5	NA	1	13	2	NA
copa	NA	100	NA	NA	NA	2	NA	NA
cope	NA	90.47619048	9.523809524	NA	NA	19	2	NA
copi	4.347826087	82.60869565	13.04347826	NA	1	19	3	NA
copp	NA	91.66666667	8.333333333	NA	NA	11	1	NA
copr	3.773584906	77.35849057	18.86792453	NA	2	41	10	NA
copu	NA	33.33333333	66.66666667	NA	NA	1	2	NA
cora	3.571428571	96.42857143	NA	NA	1	27	NA	NA
corb	7.692307692	76.92307692	15.38461538	NA	1	10	2	NA
corc	NA	100	NA	NA	NA	3	NA	NA
cord	7.142857143	75	17.85714286	NA	2	21	5	NA
core	NA	58.82352941	41.17647059	NA	NA	10	7	NA
corf	100	NA	NA	NA	1	NA	NA	NA
corg	NA	100	NA	NA	NA	2	NA	NA
cori	3.225806452	80.64516129	16.12903226	NA	1	25	5	NA
corl	NA	100	NA	NA	NA	3	NA	NA
corm	NA	100	NA	NA	NA	2	NA	NA
corn	NA	90.90909091	9.090909091	NA	NA	30	3	NA
coro	4.761904762	95.23809524	NA	NA	1	20	NA	NA
corp	5.263157895	73.68421053	21.05263158	NA	2	28	8	NA
corr	4.21686747	74.69879518	21.08433735	NA	7	124	35	NA
cors	NA	90.90909091	9.090909091	NA	NA	20	2	NA
cort	5.660377358	83.01886792	11.32075472	NA	3	44	6	NA
coru	NA	100	NA	NA	NA	1	NA	NA
corv	15.38461538	84.61538462	NA	NA	2	11	NA	NA
cosa	NA	100	NA	NA	NA	5	NA	NA
cosc	4.761904762	95.23809524	NA	NA	1	20	NA	NA
cose	NA	100	NA	NA	NA	4	NA	NA
cosi	13.33333333	80	6.666666667	NA	2	12	1	NA
cosm	NA	60	40	NA	NA	15	10	NA
coso	NA	100	NA	NA	NA	1	NA	NA
cosp	NA	55.55555556	44.44444444	NA	NA	15	12	NA
coss	NA	100	NA	NA	NA	7	NA	NA
cost	6.103286385	72.30046948	21.59624413	NA	13	154	46	NA
cota	NA	100	NA	NA	NA	1	NA	NA
cote	NA	100	NA	NA	NA	3	NA	NA
coti	33.33333333	NA	66.66666667	NA	1	NA	2	NA
coto	NA	100	NA	NA	NA	7	NA	NA
cotr	NA	66.66666667	33.33333333	NA	NA	2	1	NA
cott	9.090909091	81.81818182	9.090909091	NA	1	9	1	NA
cous	100	NA	NA	NA	1	NA	NA	NA
cova	NA	90.90909091	9.090909091	NA	NA	10	1	NA
cove	NA	66.66666667	33.33333333	NA	NA	2	1	NA
covi	NA	50	50	NA	NA	1	1	NA
covo	NA	100	NA	NA	NA	4	NA	NA
cozz	8.333333333	91.66666667	NA	NA	1	11	NA	NA
crac	NA	100	NA	NA	NA	1	NA	NA
crag	NA	100	NA	NA	NA	1	NA	NA
cram	NA	100	NA	NA	NA	1	NA	NA
cran	NA	50	50	NA	NA	2	2	NA
cras	NA	100	NA	NA	NA	1	NA	NA
crat	NA	100	NA	NA	NA	3	NA	NA
crav	NA	85.71428571	14.28571429	NA	NA	6	1	NA
crax	NA	100	NA	NA	NA	6	NA	NA
cre'	NA	100	NA	NA	NA	2	NA	NA
crea	5.769230769	67.30769231	26.92307692	NA	3	35	14	NA
cred	4.285714286	61.42857143	34.28571429	NA	3	43	24	NA
crem	NA	94.73684211	5.263157895	NA	NA	18	1	NA
creo	NA	20	80	NA	NA	1	4	NA
crep	8.695652174	69.56521739	17.39130435	4.347826087	2	16	4	1
cres	4.545454545	70.45454545	25	NA	2	31	11	NA
cret	NA	91.66666667	8.333333333	NA	NA	11	1	NA
creu	NA	100	NA	NA	NA	2	NA	NA
crev	NA	100	NA	NA	NA	2	NA	NA
cria	NA	100	NA	NA	NA	1	NA	NA
crib	NA	100	NA	NA	NA	1	NA	NA
cric	NA	75	25	NA	NA	3	1	NA
crid	100	NA	NA	NA	1	NA	NA	NA
crim	9.523809524	71.42857143	19.04761905	NA	2	15	4	NA
crin	NA	100	NA	NA	NA	7	NA	NA
crio	NA	NA	100	NA	NA	NA	1	NA
crip	NA	83.33333333	16.66666667	NA	NA	5	1	NA
cris	4.081632653	79.59183673	16.32653061	NA	2	39	8	NA
crit	11.42857143	60	25.71428571	2.857142857	4	21	9	1
criv	14.28571429	85.71428571	NA	NA	1	6	NA	NA
croa	NA	100	NA	NA	NA	7	NA	NA
croc	NA	96.96969697	3.03030303	NA	NA	32	1	NA
crod	NA	100	NA	NA	NA	1	NA	NA
crog	NA	71.42857143	14.28571429	14.28571429	NA	5	1	1
crol	10.52631579	73.68421053	15.78947368	NA	2	14	3	NA
crom	5.263157895	52.63157895	42.10526316	NA	1	10	8	NA
cron	5.128205128	46.15384615	48.71794872	NA	2	18	19	NA
cros	NA	83.33333333	16.66666667	NA	NA	10	2	NA
crot	NA	100	NA	NA	NA	3	NA	NA
crov	NA	100	NA	NA	NA	1	NA	NA
cruc	NA	100	NA	NA	NA	9	NA	NA
crud	10	90	NA	NA	1	9	NA	NA
crue	NA	100	NA	NA	NA	4	NA	NA
crun	NA	100	NA	NA	NA	2	NA	NA
crus	NA	100	NA	NA	NA	4	NA	NA
crux	NA	100	NA	NA	NA	1	NA	NA
cuan	NA	100	NA	NA	NA	1	NA	NA
cuba	14.28571429	85.71428571	NA	NA	1	6	NA	NA
cube	NA	100	NA	NA	NA	3	NA	NA
cubi	NA	85.71428571	14.28571429	NA	NA	6	1	NA
cubo	NA	100	NA	NA	NA	2	NA	NA
cucc	NA	83.33333333	16.66666667	NA	NA	20	4	NA
cuci	8.823529412	76.47058824	14.70588235	NA	3	26	5	NA
cucu	33.33333333	33.33333333	33.33333333	NA	1	1	1	NA
cudi	NA	100	NA	NA	NA	1	NA	NA
cuff	NA	100	NA	NA	NA	2	NA	NA
cugi	NA	100	NA	NA	NA	4	NA	NA
cula	NA	100	NA	NA	NA	2	NA	NA
culi	NA	100	NA	NA	NA	5	NA	NA
culk	100	NA	NA	NA	1	NA	NA	NA
cull	NA	83.33333333	16.66666667	NA	NA	5	1	NA
culm	16.66666667	58.33333333	16.66666667	8.333333333	2	7	2	1
culo	NA	100	NA	NA	NA	3	NA	NA
culp	NA	100	NA	NA	NA	2	NA	NA
cult	7.692307692	92.30769231	NA	NA	1	12	NA	NA
cuma	25	75	NA	NA	1	3	NA	NA
cumb	NA	100	NA	NA	NA	1	NA	NA
cumi	NA	100	NA	NA	NA	1	NA	NA
cumu	NA	72.72727273	18.18181818	9.090909091	NA	8	2	1
cuna	NA	100	NA	NA	NA	2	NA	NA
cune	NA	75	25	NA	NA	3	1	NA
cuni	NA	NA	100	NA	NA	NA	3	NA
cuno	NA	100	NA	NA	NA	1	NA	NA
cunz	NA	100	NA	NA	NA	1	NA	NA
cuoc	NA	50	50	NA	NA	12	12	NA
cuog	NA	100	NA	NA	NA	1	NA	NA
cuoi	NA	100	NA	NA	NA	3	NA	NA
cuom	NA	100	NA	NA	NA	1	NA	NA
cuor	NA	100	NA	NA	NA	2	NA	NA
cuov	NA	100	NA	NA	NA	1	NA	NA
cupa	NA	100	NA	NA	NA	2	NA	NA
cupe	NA	100	NA	NA	NA	2	NA	NA
cupi	NA	100	NA	NA	NA	3	NA	NA
cupo	NA	75	25	NA	NA	6	2	NA
cura	11.36363636	65.90909091	22.72727273	NA	5	29	10	NA
curc	NA	75	25	NA	NA	3	1	NA
curd	NA	100	NA	NA	NA	4	NA	NA
cure	NA	100	NA	NA	NA	1	NA	NA
curi	13.33333333	86.66666667	NA	NA	2	13	NA	NA
curl	NA	100	NA	NA	NA	2	NA	NA
curr	NA	66.66666667	33.33333333	NA	NA	2	1	NA
curs	NA	100	NA	NA	NA	2	NA	NA
curt	16.66666667	83.33333333	NA	NA	1	5	NA	NA
curv	NA	77.77777778	22.22222222	NA	NA	7	2	NA
curz	NA	100	NA	NA	NA	1	NA	NA
cusa	NA	100	NA	NA	NA	2	NA	NA
cusc	20	80	NA	NA	1	4	NA	NA
cusi	NA	100	NA	NA	NA	3	NA	NA
cuss	NA	100	NA	NA	NA	1	NA	NA
cust	6.25	81.25	12.5	NA	1	13	2	NA
cuta	NA	NA	100	NA	NA	NA	4	NA
cute	NA	100	NA	NA	NA	1	NA	NA
cuti	NA	NA	100	NA	NA	NA	1	NA
cuto	NA	NA	100	NA	NA	NA	1	NA
cutr	NA	100	NA	NA	NA	4	NA	NA
cutt	NA	100	NA	NA	NA	2	NA	NA
cutu	NA	100	NA	NA	NA	1	NA	NA
cyra	NA	100	NA	NA	NA	1	NA	NA
cyri	100	NA	NA	NA	1	NA	NA	NA
d'ab	NA	100	NA	NA	NA	1	NA	NA
dabb	NA	66.66666667	33.33333333	NA	NA	2	1	NA
d'ac	NA	50	50	NA	NA	1	1	NA
dacc	33.33333333	66.66666667	NA	NA	1	2	NA	NA
daci	NA	100	NA	NA	NA	1	NA	NA
dacq	NA	100	NA	NA	NA	1	NA	NA
d'ad	NA	100	NA	NA	NA	2	NA	NA
dada	33.33333333	66.66666667	NA	NA	1	2	NA	NA
dadd	NA	100	NA	NA	NA	3	NA	NA
dadi	NA	100	NA	NA	NA	1	NA	NA
dado	NA	100	NA	NA	NA	3	NA	NA
daff	NA	100	NA	NA	NA	1	NA	NA
dafn	NA	100	NA	NA	NA	1	NA	NA
d'ag	NA	100	NA	NA	NA	3	NA	NA
daga	100	NA	NA	NA	1	NA	NA	NA
dagh	NA	NA	100	NA	NA	NA	1	NA
dagr	NA	100	NA	NA	NA	1	NA	NA
dain	NA	100	NA	NA	NA	2	NA	NA
daka	100	NA	NA	NA	1	NA	NA	NA
daki	100	NA	NA	NA	1	NA	NA	NA
dako	NA	100	NA	NA	NA	1	NA	NA
d'al	NA	91.66666667	8.333333333	NA	NA	11	1	NA
dala	33.33333333	66.66666667	NA	NA	1	2	NA	NA
dale	NA	100	NA	NA	NA	1	NA	NA
dali	25	50	25	NA	1	2	1	NA
dalk	100	NA	NA	NA	1	NA	NA	NA
dall	NA	85.71428571	14.28571429	NA	NA	12	2	NA
dalm	NA	66.66666667	33.33333333	NA	NA	4	2	NA
d'am	NA	100	NA	NA	NA	7	NA	NA
dama	NA	90	10	NA	NA	9	1	NA
dame	NA	100	NA	NA	NA	2	NA	NA
dami	NA	88.88888889	11.11111111	NA	NA	8	1	NA
damm	NA	100	NA	NA	NA	1	NA	NA
damo	NA	100	NA	NA	NA	2	NA	NA
d'an	NA	66.66666667	33.33333333	NA	NA	4	2	NA
dana	NA	100	NA	NA	NA	8	NA	NA
dand	25	50	25	NA	1	2	1	NA
dane	NA	100	NA	NA	NA	2	NA	NA
dani	NA	100	NA	NA	NA	7	NA	NA
dann	NA	88.88888889	11.11111111	NA	NA	32	4	NA
dant	NA	100	NA	NA	NA	4	NA	NA
danu	NA	100	NA	NA	NA	1	NA	NA
danz	15.38461538	65.38461538	19.23076923	NA	4	17	5	NA
dapp	NA	100	NA	NA	NA	3	NA	NA
d'aq	NA	100	NA	NA	NA	1	NA	NA
d'ar	20	80	NA	NA	1	4	NA	NA
dara	50	50	NA	NA	1	1	NA	NA
dard	NA	83.33333333	16.66666667	NA	NA	5	1	NA
dare	2.409638554	55.42168675	40.96385542	1.204819277	2	46	34	1
dari	NA	66.66666667	33.33333333	NA	NA	2	1	NA
dark	NA	100	NA	NA	NA	1	NA	NA
darm	100	NA	NA	NA	1	NA	NA	NA
dars	NA	66.66666667	33.33333333	NA	NA	2	1	NA
darv	NA	100	NA	NA	NA	1	NA	NA
darw	NA	100	NA	NA	NA	2	NA	NA
dass	NA	100	NA	NA	NA	1	NA	NA
d'at	NA	100	NA	NA	NA	2	NA	NA
data	6.666666667	73.33333333	20	NA	1	11	3	NA
dati	NA	100	NA	NA	NA	1	NA	NA
dato	NA	100	NA	NA	NA	5	NA	NA
datt	NA	40	60	NA	NA	4	6	NA
datu	NA	100	NA	NA	NA	1	NA	NA
d'av	NA	100	NA	NA	NA	1	NA	NA
dava	NA	100	NA	NA	NA	3	NA	NA
dave	NA	100	NA	NA	NA	1	NA	NA
davi	12.5	37.5	50	NA	1	3	4	NA
davo	50	NA	50	NA	1	NA	1	NA
davv	NA	100	NA	NA	NA	1	NA	NA
d'az	NA	100	NA	NA	NA	1	NA	NA
dazi	NA	100	NA	NA	NA	2	NA	NA
dazz	NA	100	NA	NA	NA	1	NA	NA
deag	NA	100	NA	NA	NA	1	NA	NA
deam	NA	100	NA	NA	NA	2	NA	NA
debb	NA	100	NA	NA	NA	1	NA	NA
debe	NA	100	NA	NA	NA	3	NA	NA
debi	NA	62.5	37.5	NA	NA	10	6	NA
debo	NA	63.63636364	36.36363636	NA	NA	7	4	NA
debu	13.33333333	80	6.666666667	NA	2	12	1	NA
de'c	50	50	NA	NA	1	1	NA	NA
d'ec	NA	100	NA	NA	NA	1	NA	NA
deca	4.444444444	77.77777778	17.77777778	NA	2	35	8	NA
decc	100	NA	NA	NA	1	NA	NA	NA
dece	4	96	NA	NA	1	24	NA	NA
deci	4.166666667	66.66666667	29.16666667	NA	3	48	21	NA
decl	NA	91.30434783	8.695652174	NA	NA	21	2	NA
deco	5.714285714	80	12.85714286	1.428571429	4	56	9	1
decr	4.166666667	75	20.83333333	NA	1	18	5	NA
decu	12.5	87.5	NA	NA	1	7	NA	NA
deda	NA	33.33333333	66.66666667	NA	NA	1	2	NA
dedi	9.302325581	51.1627907	34.88372093	4.651162791	4	22	15	2
dedo	NA	100	NA	NA	NA	1	NA	NA
dedr	NA	100	NA	NA	NA	1	NA	NA
dedu	NA	92.30769231	7.692307692	NA	NA	12	1	NA
de'f	100	NA	NA	NA	2	NA	NA	NA
defa	NA	100	NA	NA	NA	2	NA	NA
defe	NA	92.30769231	7.692307692	NA	NA	12	1	NA
defi	4.838709677	77.41935484	17.74193548	NA	3	48	11	NA
defl	NA	91.66666667	8.333333333	NA	NA	11	1	NA
defo	7.142857143	78.57142857	14.28571429	NA	1	11	2	NA
defr	NA	75	25	NA	NA	3	1	NA
defu	NA	100	NA	NA	NA	4	NA	NA
dege	4.761904762	76.19047619	19.04761905	NA	1	16	4	NA
degi	NA	NA	100	NA	NA	NA	1	NA
degl	20	80	NA	NA	1	4	NA	NA
degn	7.692307692	84.61538462	7.692307692	NA	1	11	1	NA
dego	NA	100	NA	NA	NA	1	NA	NA
degr	NA	73.33333333	26.66666667	NA	NA	11	4	NA
degu	33.33333333	66.66666667	NA	NA	1	2	NA	NA
deie	NA	100	NA	NA	NA	1	NA	NA
dein	NA	100	NA	NA	NA	2	NA	NA
deit	100	NA	NA	NA	1	NA	NA	NA
d'el	NA	100	NA	NA	NA	1	NA	NA
dela	NA	100	NA	NA	NA	3	NA	NA
dele	NA	83.33333333	16.66666667	NA	NA	20	4	NA
delf	NA	100	NA	NA	NA	3	NA	NA
delg	NA	100	NA	NA	NA	1	NA	NA
delh	NA	100	NA	NA	NA	1	NA	NA
deli	2.702702703	79.72972973	12.16216216	5.405405405	2	59	9	4
dell	NA	100	NA	NA	NA	20	NA	NA
delo	NA	100	NA	NA	NA	1	NA	NA
delt	NA	100	NA	NA	NA	5	NA	NA
delu	NA	76.47058824	23.52941176	NA	NA	13	4	NA
de'm	100	NA	NA	NA	1	NA	NA	NA
d'em	NA	100	NA	NA	NA	1	NA	NA
dema	6.666666667	53.33333333	40	NA	1	8	6	NA
demb	NA	100	NA	NA	NA	1	NA	NA
deme	NA	77.77777778	22.22222222	NA	NA	7	2	NA
demi	NA	71.42857143	28.57142857	NA	NA	5	2	NA
demm	NA	100	NA	NA	NA	1	NA	NA
demo	3.03030303	59.09090909	37.87878788	NA	2	39	25	NA
dena	NA	50	50	NA	NA	1	1	NA
dend	NA	NA	100	NA	NA	NA	1	NA
dene	NA	100	NA	NA	NA	1	NA	NA
deni	NA	100	NA	NA	NA	8	NA	NA
deno	9.090909091	72.72727273	18.18181818	NA	1	8	2	NA
dens	16.66666667	83.33333333	NA	NA	1	5	NA	NA
dent	NA	85.18518519	14.81481481	NA	NA	23	4	NA
denu	2.380952381	83.33333333	14.28571429	NA	1	35	6	NA
denv	NA	100	NA	NA	NA	1	NA	NA
deod	NA	100	NA	NA	NA	2	NA	NA
deon	NA	NA	100	NA	NA	NA	1	NA
deot	NA	100	NA	NA	NA	1	NA	NA
depa	NA	100	NA	NA	NA	1	NA	NA
depe	NA	80	20	NA	NA	8	2	NA
depi	9.090909091	81.81818182	9.090909091	NA	1	9	1	NA
depl	NA	77.77777778	22.22222222	NA	NA	7	2	NA
depo	6	68	24	2	3	34	12	1
depr	NA	75	25	NA	NA	27	9	NA
depu	NA	100	NA	NA	NA	13	NA	NA
dequ	NA	100	NA	NA	NA	5	NA	NA
d'er	50	50	NA	NA	1	1	NA	NA
dera	NA	100	NA	NA	NA	6	NA	NA
derb	NA	100	NA	NA	NA	1	NA	NA
dere	NA	100	NA	NA	NA	7	NA	NA
deri	5.882352941	70.58823529	23.52941176	NA	2	24	8	NA
derm	7.692307692	53.84615385	38.46153846	NA	1	7	5	NA
dero	NA	33.33333333	66.66666667	NA	NA	1	2	NA
derr	50	50	NA	NA	1	1	NA	NA
deru	NA	75	25	NA	NA	9	3	NA
derv	NA	100	NA	NA	NA	1	NA	NA
d'es	100	NA	NA	NA	1	NA	NA	NA
desc	NA	59.375	40.625	NA	NA	19	13	NA
desd	NA	NA	100	NA	NA	NA	1	NA
dese	NA	80	20	NA	NA	8	2	NA
desi	7.01754386	73.68421053	17.54385965	1.754385965	4	42	10	1
desn	NA	100	NA	NA	NA	1	NA	NA
deso	NA	100	NA	NA	NA	8	NA	NA
desp	NA	66.66666667	33.33333333	NA	NA	2	1	NA
desq	NA	100	NA	NA	NA	1	NA	NA
dess	50	50	NA	NA	1	1	NA	NA
dest	4.615384615	84.61538462	10.76923077	NA	3	55	7	NA
desu	NA	66.66666667	33.33333333	NA	NA	8	4	NA
deta	NA	100	NA	NA	NA	3	NA	NA
dete	2.666666667	80	14.66666667	2.666666667	2	60	11	2
deto	NA	100	NA	NA	NA	4	NA	NA
detr	NA	83.33333333	16.66666667	NA	NA	15	3	NA
dett	16	80	4	NA	4	20	1	NA
detu	NA	75	25	NA	NA	6	2	NA
d'eu	NA	100	NA	NA	NA	1	NA	NA
deum	NA	100	NA	NA	NA	1	NA	NA
deus	NA	100	NA	NA	NA	4	NA	NA
deut	NA	NA	100	NA	NA	NA	1	NA
deva	NA	93.75	6.25	NA	NA	15	1	NA
devi	5.263157895	89.47368421	5.263157895	NA	1	17	1	NA
devo	7.142857143	85.71428571	7.142857143	NA	1	12	1	NA
di e	NA	100	NA	NA	NA	1	NA	NA
diab	NA	23.07692308	76.92307692	NA	NA	3	10	NA
diac	NA	66.66666667	33.33333333	NA	NA	2	1	NA
diad	NA	100	NA	NA	NA	2	NA	NA
diaf	NA	66.66666667	33.33333333	NA	NA	2	1	NA
diag	NA	53.84615385	38.46153846	7.692307692	NA	7	5	1
dial	NA	50	50	NA	NA	10	10	NA
diam	NA	80	20	NA	NA	8	2	NA
dian	25	75	NA	NA	1	3	NA	NA
diap	NA	66.66666667	33.33333333	NA	NA	2	1	NA
diar	NA	100	NA	NA	NA	5	NA	NA
dias	NA	NA	100	NA	NA	NA	3	NA
diat	NA	80	20	NA	NA	4	1	NA
diav	NA	40	60	NA	NA	2	3	NA
diba	NA	60	40	NA	NA	12	8	NA
dibe	NA	100	NA	NA	NA	1	NA	NA
dica	NA	100	NA	NA	NA	2	NA	NA
dice	NA	100	NA	NA	NA	3	NA	NA
dich	3.571428571	75	21.42857143	NA	1	21	6	NA
dici	NA	66.66666667	33.33333333	NA	NA	12	6	NA
