ending	B_%PULT_Tk	B_%APULT_Tk	C_%PULT_Tk	C_%APULT_Tk	E_%ULT_Tk	E_%PULT_Tk	E_%APULT_Tk	G_%ULT_Tk	G_%PULT_Tk	G_%APULT_Tk	I_%PULT_Tk	I_%APULT_Tk	N_%PULT_Tk	N_%APULT_Tk	NU_%PULT_Tk	NU_%APULT_Tk	P_%PULT_Tk	P_%APULT_Tk	R_%PULT_Tk	S_%ULT_Tk	S_%PULT_Tk	S_%APULT_Tk	S_%PAPULT_Tk	V_%ULT_Tk	V_%PULT_Tk	V_%APULT_Tk	V_%PAPULT_Tk	X_%PULT_Tk	X_%APULT_Tk	B_nPULT_Tk	B_nAPULT_Tk	C_nPULT_Tk	C_nAPULT_Tk	E_nULT_Tk	E_nPULT_Tk	E_nAPULT_Tk	G_nULT_Tk	G_nPULT_Tk	G_nAPULT_Tk	I_nPULT_Tk	I_nAPULT_Tk	N_nPULT_Tk	N_nAPULT_Tk	NU_nPULT_Tk	NU_nAPULT_Tk	P_nPULT_Tk	P_nAPULT_Tk	R_nPULT_Tk	S_nULT_Tk	S_nPULT_Tk	S_nAPULT_Tk	S_nPAPULT_Tk	V_nULT_Tk	V_nPULT_Tk	V_nAPULT_Tk	V_nPAPULT_Tk	X_nPULT_Tk	X_nAPULT_Tk
ini	NA	NA	NA	NA	0.668576886341929	95.2562878064311	4.075135307227	0	96.5686274509804	3.43137254901961	NA	NA	100	0	NA	NA	NA	NA	NA	0	52.2301442546841	47.7698557453159	0	0	39.5348837209302	60.4651162790698	0	NA	NA	NA	NA	NA	NA	21	2992	128	0	394	14	NA	NA	2	0	NA	NA	NA	NA	NA	0	3150	2881	0	0	17	26	0	NA	NA
ino	100	0	NA	NA	0	99.4610778443114	0.538922155688623	0	99.7445721583653	0.255427841634738	NA	NA	NA	NA	100	0	100	0	NA	0	94.9497111063557	5.05028889364434	0	0	3.26460481099656	83.8487972508591	12.8865979381443	NA	NA	1396	0	NA	NA	0	3322	18	0	781	2	NA	NA	NA	NA	2	0	4195	0	NA	0	4437	236	0	0	19	488	75	NA	NA
inu	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ipa	NA	NA	NA	NA	0	98.1818181818182	1.81818181818182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	3.84615384615385	96.1538461538462	0	NA	NA	NA	NA	NA	NA	0	54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	19	0	0	0	2	50	0	NA	NA
ipe	NA	NA	NA	NA	0	46.6666666666667	53.3333333333333	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1.34680134680135	98.6531986531986	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	8	0	0	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	293	0	NA	NA	NA	NA	NA	NA
ipi	NA	NA	NA	NA	0	50	50	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	76.6990291262136	23.3009708737864	0	0	0	100	0	NA	NA	NA	NA	NA	NA	0	1	1	0	0	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	237	72	0	0	0	2	0	NA	NA
ipo	NA	NA	NA	NA	0	79.1666666666667	20.8333333333333	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	83.954802259887	16.045197740113	0	0	0	100	0	NA	NA	NA	NA	NA	NA	0	38	10	0	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	743	142	0	0	0	3	0	NA	NA
ira	NA	NA	NA	NA	0	68.3333333333333	31.6666666666667	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	87.8326996197719	12.1673003802281	0	0	100	0	0	100	0	NA	NA	NA	NA	0	41	19	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	231	32	0	0	398	0	0	1	0
ire	NA	NA	NA	NA	0	96.969696969697	3.03030303030303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	99.275887038378	0.724112961622013	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	32	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1371	10	0	0	10278	0	0	NA	NA
iri	NA	NA	NA	NA	0	33.3333333333333	66.6666666666667	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	94.0366972477064	5.96330275229358	0	0	100	0	0	100	0	NA	NA	NA	NA	0	1	2	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	205	13	0	0	28	0	0	2	0
iro	NA	NA	NA	NA	0	62.6609442060086	37.3390557939914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	99.8639455782313	0.136054421768707	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	146	87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1468	2	0	0	32	0	0	NA	NA
iru	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
isa	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	213	0	0	244	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	92	0	0	0	311	0	0	NA	NA
ise	NA	NA	NA	NA	10.5263157894737	89.4736842105263	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	4	34	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	74	0	0	0	541	0	0	NA	NA
isi	NA	NA	NA	NA	0	87.5	12.5	0	99.3630573248408	0.636942675159236	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	73.5087719298246	26.4912280701754	0	0	87.0689655172414	10.0574712643678	2.8735632183908	NA	NA	NA	NA	NA	NA	0	196	28	0	156	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	838	302	0	0	303	35	10	NA	NA
iso	100	0	NA	NA	0	97.7272727272727	2.27272727272727	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	165	0	NA	NA	0	86	2	0	450	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	926	0	0	0	1843	0	0	NA	NA
isu	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	NA	NA	NA	NA	NA	NA
ita	NA	NA	NA	NA	0	94.3661971830986	5.63380281690141	0	76.2935089369708	23.7064910630292	0	100	NA	NA	NA	NA	NA	NA	NA	0	76.0227481196111	23.9772518803889	0	0	80.8483290488432	19.1516709511568	0	NA	NA	NA	NA	NA	NA	0	469	28	0	811	252	0	3	NA	NA	NA	NA	NA	NA	NA	0	4144	1307	0	0	3145	745	0	NA	NA
ite	NA	NA	NA	NA	0	100	0	0.364963503649635	81.021897810219	18.6131386861314	NA	NA	NA	NA	NA	NA	0	100	NA	0.0712250712250712	47.2222222222222	52.7065527065527	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	8	0	3	666	153	NA	NA	NA	NA	NA	NA	0	73	NA	1	663	740	0	0	1224	0	0	NA	NA
iti	NA	NA	NA	NA	0	72.7272727272727	27.2727272727273	0	87.7666248431618	12.2333751568381	NA	NA	NA	NA	NA	NA	100	0	NA	0	55.3686471009306	44.6313528990694	0	0	96.4074579354252	3.59254206457481	0	NA	NA	NA	NA	NA	NA	0	96	36	0	1399	195	NA	NA	NA	NA	NA	NA	2	0	NA	0	1547	1247	0	0	2120	79	0	NA	NA
ito	0.0713266761768902	99.9286733238231	NA	NA	0	68.3206106870229	31.6793893129771	0	51.4856557377049	48.5143442622951	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	42.752068648483	57.247931351517	0	0	99.2538055914834	0.746194408516565	0	NA	NA	1	1401	NA	NA	0	179	83	0	1005	947	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2790	3736	0	0	9976	75	0	NA	NA
iva	NA	NA	NA	NA	0	100	0	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	99.1011235955056	0.898876404494382	0	NA	NA	NA	NA	NA	NA	0	83	0	0	2571	0	49	0	NA	NA	NA	NA	NA	NA	NA	0	1241	0	0	0	2205	20	0	NA	NA
ive	NA	NA	NA	NA	0	100	0	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	6	0	0	1087	0	1	0	NA	NA	NA	NA	NA	NA	NA	0	620	0	0	0	676	0	0	NA	NA
ivi	100	0	NA	NA	0	100	0	0	100	0	NA	NA	100	0	NA	NA	NA	NA	NA	0	100	0	0	0	98.8372093023256	1.16279069767442	0	NA	NA	14	0	NA	NA	0	5	0	0	1398	0	NA	NA	1	0	NA	NA	NA	NA	NA	0	920	0	0	0	85	1	0	NA	NA
ivo	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	99.5157384987893	0.484261501210654	0	NA	NA	NA	NA	NA	NA	0	30	0	0	2974	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1656	0	0	0	411	2	0	NA	NA
ixo	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
iza	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	NA	NA	NA	NA	NA	NA
ize	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
izi	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	23	0	0	17	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	753	0	0	0	2	0	0	NA	NA
oba	NA	NA	NA	NA	0	83.3333333333333	16.6666666666667	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	1	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	122	0	0	NA	NA	NA	NA	NA	NA
obe	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	0	NA	NA	NA	NA	NA	NA
obi	NA	NA	NA	NA	0	100	0	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	43.75	56.25	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	16	0	0	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	9	0	NA	NA	NA	NA	NA	NA
obo	NA	NA	NA	NA	0	100	0	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	90	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	13	0	0	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	27	3	0	NA	NA	NA	NA	NA	NA
oca	NA	NA	NA	NA	6.12244897959184	20.4081632653061	73.469387755102	0	71.4285714285714	28.5714285714286	NA	NA	100	0	NA	NA	NA	NA	NA	0	20.8421052631579	79.1578947368421	0	0	58.2352941176471	41.7647058823529	0	100	0	NA	NA	NA	NA	3	10	36	0	120	48	NA	NA	5	0	NA	NA	NA	NA	NA	0	99	376	0	0	198	142	0	1	0
oce	100	0	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	90.9090909090909	9.09090909090909	0	NA	NA	23	0	NA	NA	0	23	0	0	237	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1112	0	0	0	10	1	0	NA	NA
oci	2.94117647058824	97.0588235294118	NA	NA	0	100	0	0	90.4347826086957	9.56521739130435	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	92.9078014184397	7.09219858156028	0	0	0	100	0	NA	NA	1	33	NA	NA	0	13	0	0	104	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	393	30	0	0	0	249	0	NA	NA
oco	100	0	NA	NA	0	100	0	0	83.4101382488479	16.5898617511521	NA	NA	100	0	NA	NA	NA	NA	NA	0	94.2961165048544	5.70388349514563	0	0	72.7272727272727	27.2727272727273	0	NA	NA	1425	0	NA	NA	0	16	0	0	181	36	NA	NA	427	0	NA	NA	NA	NA	NA	0	1554	94	0	0	8	3	0	NA	NA
oda	NA	NA	NA	NA	0	100	0	0	9.30232558139535	90.6976744186046	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	90.9090909090909	9.09090909090909	0	NA	NA	NA	NA	NA	NA	0	22	0	0	4	39	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	572	0	0	0	40	4	0	NA	NA
ode	NA	NA	NA	NA	0	100	0	0	33.3333333333333	66.6666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	3	0	0	9	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	113	0	0	0	90	0	0	NA	NA
odi	NA	NA	NA	NA	0	98.1481481481482	1.85185185185185	0	34.375	65.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	68.4952978056426	31.5047021943574	0	0	42.8571428571429	57.1428571428571	0	100	0	NA	NA	NA	NA	0	106	2	0	11	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	437	201	0	0	3	4	0	1	0
odo	100	0	NA	NA	0	50	50	0	16.4383561643836	83.5616438356164	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	74.0334855403349	25.9665144596651	0	0	100	0	0	NA	NA	16	0	NA	NA	0	5	5	0	12	61	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2432	853	0	0	7	0	0	NA	NA
ofa	NA	NA	NA	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	92.8571428571429	7.14285714285714	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	13	1	0	0	0	2	0	NA	NA
ofe	NA	NA	NA	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2.94117647058824	97.0588235294118	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	33	0	NA	NA	NA	NA	NA	NA
ofi	NA	NA	NA	NA	0	100	0	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	29.3103448275862	70.6896551724138	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	0	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	17	41	0	NA	NA	NA	NA	NA	NA
ofo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6.31578947368421	93.6842105263158	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	89	0	0	0	1	0	NA	NA
ofu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	NA	NA	NA	NA	NA	NA
oga	NA	NA	NA	NA	0	100	0	0	25.3968253968254	74.6031746031746	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	73.8317757009346	26.1682242990654	0	0	50	50	0	NA	NA	NA	NA	NA	NA	0	6	0	0	16	47	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	316	112	0	0	24	24	0	NA	NA
oge	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	0	NA	NA	NA	NA	NA	NA
ogi	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	22.5296442687747	77.4703557312253	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	57	196	0	NA	NA	NA	NA	NA	NA
ogo	NA	NA	NA	NA	0	60	40	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	53.5452322738386	46.4547677261614	0	0	0	100	0	100	0	NA	NA	NA	NA	0	3	2	0	0	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	657	570	0	0	0	1	0	2	0
ogu	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oja	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ojo	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	NA	NA
oka	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	100	0	NA	NA	NA	NA	0	13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	NA	NA	NA	NA	2	0
oke	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	24	0	0	NA	NA	NA	NA	NA	NA
oko	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	NA	NA	NA	NA	NA	NA
ola	5.88235294117647	94.1176470588235	NA	NA	0	44.5707070707071	55.4292929292929	0	57.681755829904	42.318244170096	NA	NA	100	0	NA	NA	NA	NA	NA	0	53.2328211075674	46.7671788924326	0	0	10.3565365025467	89.6434634974533	0	NA	NA	2	32	NA	NA	0	353	439	0	841	617	NA	NA	11	0	NA	NA	NA	NA	NA	0	1836	1613	0	0	61	528	0	NA	NA
ole	10	90	NA	NA	3.07692307692308	38.4615384615385	58.4615384615385	0	9.3167701863354	90.6832298136646	NA	NA	100	0	NA	NA	NA	NA	NA	0	58.651976668827	41.348023331173	0	0	86.9275603663614	12.9891756869276	0.0832639467110741	NA	NA	1	9	NA	NA	2	25	38	0	135	1314	NA	NA	1	0	NA	NA	NA	NA	NA	0	1810	1276	0	0	1044	156	1	NA	NA
oli	0	100	NA	NA	0	28.1437125748503	71.8562874251497	0	26.0899182561308	73.9100817438692	NA	NA	85.7142857142857	14.2857142857143	NA	NA	NA	NA	NA	0	13.5552913198573	86.4447086801427	0	0	1.18343195266272	98.8165680473373	0	NA	NA	0	15	NA	NA	0	423	1080	0	383	1085	NA	NA	6	1	NA	NA	NA	NA	NA	0	342	2181	0	0	2	167	0	NA	NA
olo	98.8174586110514	1.18254138894861	NA	NA	0	12.1739130434783	87.8260869565217	0	43.2919954904171	56.7080045095829	0	100	100	0	NA	NA	NA	NA	NA	0	23.4165702000992	76.5834297999008	0	0	0.923076923076923	99.0769230769231	0	0	100	4596	55	NA	NA	0	140	1010	0	768	1006	0	16	12	0	NA	NA	NA	NA	NA	0	1416	4631	0	0	3	322	0	0	1
oma	NA	NA	NA	NA	0	99.1258741258741	0.874125874125874	0	6.06060606060606	93.9393939393939	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	91.6666666666667	8.33333333333333	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1701	15	0	2	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	176	16	0	NA	NA	NA	NA	NA	NA
ome	100	0	100	0	85.7142857142857	14.2857142857143	0	0	0	100	100	0	100	0	NA	NA	100	0	NA	0.0757575757575758	96.5909090909091	3.33333333333333	0	0	100	0	0	NA	NA	10071	0	3771	0	6	1	0	0	0	15	3	0	5	0	NA	NA	57	0	NA	1	1275	44	0	0	2	0	0	NA	NA
omi	0	100	NA	NA	0	69.6428571428571	30.3571428571429	0	3.44827586206897	96.551724137931	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	77.6447105788423	22.3552894211577	0	0	0	100	0	NA	NA	0	21	NA	NA	0	39	17	0	1	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	389	112	0	0	0	165	0	NA	NA
omo	100	0	100	0	0	47.5728155339806	52.4271844660194	0	5.76923076923077	94.2307692307692	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	96.3174046470846	3.68259535291539	0	NA	NA	NA	NA	NA	NA	2	0	1	0	0	98	108	0	3	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2197	84	0	NA	NA	NA	NA	NA	NA
ona	NA	NA	NA	NA	0	99.8322147651007	0.167785234899329	0	97.8290366350068	2.17096336499322	NA	NA	NA	NA	NA	NA	NA	NA	100	0	99.6706192358366	0.329380764163373	0	0	95.5056179775281	4.49438202247191	0	100	0	NA	NA	NA	NA	0	595	1	0	721	16	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1513	5	0	0	425	20	0	1	0
one	7.69230769230769	92.3076923076923	NA	NA	0	99.5324371712449	0.467562828755114	0	91.6129032258064	8.38709677419355	100	0	NA	NA	100	0	NA	NA	NA	0	99.7928226132927	0.207177386707308	0	0	77.2853185595568	22.7146814404432	0	NA	NA	1	12	NA	NA	0	1703	8	0	284	26	22	0	NA	NA	213	0	NA	NA	NA	0	41906	87	0	0	558	164	0	NA	NA
oni	100	0	NA	NA	0	99.8864926220204	0.113507377979569	0	92.1259842519685	7.8740157480315	NA	NA	NA	NA	100	0	NA	NA	NA	0	99.2352980983962	0.764701901603844	0	0	90.9090909090909	9.09090909090909	0	NA	NA	22	0	NA	NA	0	1760	2	0	234	20	NA	NA	NA	NA	1133	0	NA	NA	NA	0	14664	113	0	0	30	3	0	NA	NA
ono	57.1428571428571	42.8571428571429	NA	NA	0	64.2105263157895	35.7894736842105	0	96.5367965367965	3.46320346320346	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	67.9611650485437	32.0388349514563	0	0	64.5872607826335	35.2984861468152	0.114253070551271	NA	NA	12	9	NA	NA	0	61	34	0	223	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	840	396	0	0	22612	12358	40	NA	NA
onu	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	201	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
opa	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	713	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9	0	0	0	2	0	0	NA	NA
ope	NA	NA	NA	NA	0	0	100	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	41.1764705882353	58.8235294117647	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	11	0	0	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	10	0	NA	NA	NA	NA	NA	NA
opi	NA	NA	NA	NA	0	50	50	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	79.6116504854369	20.3883495145631	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	1	1	0	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	82	21	0	0	1	0	0	NA	NA
opo	100	0	100	0	0	28.5714285714286	71.4285714285714	0	100	0	NA	NA	NA	NA	NA	NA	100	0	NA	0	94.5086705202312	5.49132947976879	0	NA	NA	NA	NA	NA	NA	1021	0	27	0	0	6	15	0	1	0	NA	NA	NA	NA	NA	NA	4321	0	NA	0	327	19	0	NA	NA	NA	NA	NA	NA
ora	100	0	100	0	0	88.6363636363636	11.3636363636364	0	92.8571428571429	7.14285714285714	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	92.7051671732523	7.29483282674772	0	0	88.4782608695652	11.5217391304348	0	100	0	7719	0	1128	0	0	195	25	0	78	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1525	120	0	0	407	53	0	2	0
ore	100	0	NA	NA	0	80.6709265175719	19.3290734824281	0	99.6186844613918	0.381315538608198	100	0	100	0	NA	NA	NA	NA	NA	0	99.4738868215065	0.52611317849352	0	0	100	0	0	100	0	16	0	NA	NA	0	505	121	0	2090	8	4	0	5	0	NA	NA	NA	NA	NA	0	15504	82	0	0	75	0	0	1	0
ori	100	0	NA	NA	0	97.2361809045226	2.76381909547739	0	99.2932862190813	0.706713780918728	100	0	100	0	NA	NA	100	0	NA	0	99.6785304247991	0.321469575200919	0	0	78.2608695652174	21.7391304347826	0	NA	NA	1445	0	NA	NA	0	387	11	0	1124	8	1	0	1	0	NA	NA	261	0	NA	0	8682	28	0	0	18	5	0	NA	NA
