3lett	S2_%ULT_Tk	S2_%PULT_Tk	S3_%ULT_Tk	S3_%PULT_Tk	S3_%APULT_Tk	S4_%ULT_Tk	S4_%PULT_Tk	S4_%APULT_Tk	S4_%PAPULT_Tk	S5_%ULT_Tk	S5_%PULT_Tk	S5_%APULT_Tk	S5_%PAPULT_Tk	S6_%ULT_Tk	S6_%PULT_Tk	S6_%APULT_Tk	S6_%PAPULT_Tk	S7_%PULT_Tk	S7_%APULT_Tk	S8_%PULT_Tk	S2_nULT_Tk	S2_nPULT_Tk	S3_nULT_Tk	S3_nPULT_Tk	S3_nAPULT_Tk	S4_nULT_Tk	S4_nPULT_Tk	S4_nAPULT_Tk	S4_nPAPULT_Tk	S5_nULT_Tk	S5_nPULT_Tk	S5_nAPULT_Tk	S5_nPAPULT_Tk	S6_nULT_Tk	S6_nPULT_Tk	S6_nAPULT_Tk	S6_nPAPULT_Tk	S7_nPULT_Tk	S7_nAPULT_Tk	S8_nPULT_Tk
bai	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bal	14.28571429	85.71428571	1.818181818	95.45454545	2.727272727	0	66.66666667	33.33333333	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	66	2	105	3	0	10	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bam	NA	NA	0	95.90062112	4.099378882	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	772	33	0	7	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ban	0	100	0	100	0	0	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	179	0	60	0	0	18	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
bar	0	100	1.098901099	81.31868132	17.58241758	0	62.96296296	37.03703704	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	134	1	74	16	0	34	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bas	0	100	14.9122807	78.07017544	7.01754386	0	63.33333333	13.33333333	23.33333333	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	349	17	89	8	0	19	4	7	0	0	2	0	NA	NA	NA	NA	NA	NA	NA
bat	12.90322581	87.09677419	1.333333333	72.66666667	26	0	37.5	62.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	27	2	109	39	0	6	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bau	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	51	0	12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bea	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	16	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bec	1.98019802	98.01980198	0	83.33333333	16.66666667	0	50	50	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	99	0	10	2	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bef	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bel	0	100	0	100	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	527	0	30	0	0	0	94	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ben	3.603603604	96.3963964	0	100	0	0	44.94382022	55.05617978	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	24	642	0	25	0	0	40	49	0	0	14	0	0	NA	NA	NA	NA	NA	NA	NA
ber	1.639344262	98.36065574	0	93.05555556	6.944444444	0	14.28571429	85.71428571	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	60	0	67	5	0	1	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bes	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	32	0	31	0	0	6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bet	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bev	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	43	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bia	0	100	NA	NA	NA	0	87.5	12.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	249	NA	NA	NA	0	14	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bib	0	100	0	0	100	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	0	4	0	13	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bic	100	0	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0	42	0	0	34	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bid	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
big	23.07692308	76.92307692	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	10	0	54	0	0	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bil	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	21	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bim	0	100	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	71	NA	NA	NA	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bin	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	15	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bio	0	100	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	17	NA	NA	NA	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bir	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	15	0	11	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bis	NA	NA	0.958466454	99.04153355	0	35.71428571	61.9047619	2.380952381	0	0	80	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	310	0	15	26	1	0	0	8	2	0	NA	NA	NA	NA	NA	NA	NA
biz	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blo	7.692307692	92.30769231	0	100	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	12	0	11	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
boc	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	138	0	27	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bol	6.666666667	93.33333333	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	14	0	21	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bom	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	74	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bon	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bor	0	100	42.85714286	57.14285714	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	93	6	8	0	0	16	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bos	0	100	0	100	0	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	189	0	3	0	NA	NA	NA	NA	0	4	0	0	NA	NA	NA	NA	NA	NA	NA
bot	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	27	0	94	0	0	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
box	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
boy	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bra	0.3003003	99.6996997	0	100	0	0	12.5	87.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	332	0	10	0	0	2	14	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bre	0	100	0	100	0	0	72.72727273	27.27272727	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	71	0	6	0	0	8	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bri	7.142857143	92.85714286	1.587301587	52.38095238	46.03174603	0	25	75	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	26	1	33	29	0	4	12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bro	0	100	41.66666667	0	58.33333333	0	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	23	5	0	7	0	13	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
brr	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bru	1.408450704	98.5915493	5.882352941	85.29411765	8.823529412	0	66.66666667	33.33333333	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	2	140	2	29	3	0	8	4	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
bua	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
buc	0	100	0	90	10	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	86	0	18	2	0	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bud	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bue	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
buf	0	100	0	58.33333333	41.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	26	0	7	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bug	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10	0	16	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bui	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
buo	0	100	0	100	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	326	0	30	0	0	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bur	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	21	0	10	0	0	22	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bus	31.03448276	68.96551724	0	61.9047619	38.0952381	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	20	0	13	8	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
but	22.58064516	77.41935484	4.545454545	90.90909091	4.545454545	0	20	80	0	0	0	0	100	NA	NA	NA	NA	NA	NA	NA	7	24	2	40	2	0	1	4	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA
buu	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cab	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cac	7.446808511	92.55319149	0	100	0	0	87.5	12.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	87	0	42	0	0	42	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cad	4.411764706	95.58823529	0	86.09625668	13.90374332	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	65	0	161	26	0	0	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
caf	100	0	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46	0	0	3	0	0	16	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cal	2.564102564	97.43589744	1.960784314	69.28104575	28.75816993	0	81.48148148	18.51851852	0	0	33.33333333	66.66666667	0	NA	NA	NA	NA	NA	NA	NA	8	304	3	106	44	0	66	15	0	0	2	4	0	NA	NA	NA	NA	NA	NA	NA
cam	5.460750853	94.53924915	0.881057269	84.5814978	14.53744493	0.485436893	93.68932039	5.825242718	0	0	82.60869565	17.39130435	0	NA	NA	NA	NA	NA	NA	NA	16	277	4	384	66	1	193	12	0	0	19	4	0	NA	NA	NA	NA	NA	NA	NA
can	2.332361516	97.66763848	1.97740113	92.37288136	5.649717514	0	85.29411765	14.70588235	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	8	335	7	327	20	0	58	10	0	0	5	0	0	NA	NA	NA	NA	NA	NA	NA
cao	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cap	9.05511811	90.94488189	1.280227596	96.30156472	2.418207681	22.12765957	57.44680851	20.42553191	0	5.263157895	68.42105263	26.31578947	0	NA	NA	NA	NA	NA	NA	NA	23	231	9	677	17	52	135	48	0	1	13	5	0	NA	NA	NA	NA	NA	NA	NA
car	0	100	5.099150142	78.75354108	16.14730878	0	61.96581197	37.60683761	0.427350427	0	28.57142857	71.42857143	0	0	12.5	87.5	0	0	100	NA	0	492	18	278	57	0	145	88	1	0	2	5	0	0	9	63	0	0	1	NA
cas	0.475737393	99.52426261	0.35971223	99.64028777	0	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	5	1046	1	277	0	0	30	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
cat	NA	NA	1.470588235	93.38235294	5.147058824	1.538461538	76.92307692	21.53846154	0	0	57.14285714	42.85714286	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	127	7	1	50	14	0	0	12	9	0	NA	NA	NA	NA	NA	NA	NA
cau	1.818181818	98.18181818	0	100	0	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	1	54	0	8	0	NA	NA	NA	NA	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
cav	13.04347826	86.95652174	7.623318386	86.9955157	5.381165919	0	90.14084507	9.85915493	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	3	20	17	194	12	0	64	7	0	0	0	3	0	NA	NA	NA	NA	NA	NA	NA
ced	0	100	15.38461538	46.15384615	38.46153846	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	12	2	6	5	0	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cel	0	100	1	42	57	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	1	42	57	0	13	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cem	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cen	0	100	0	92.05298013	7.947019868	0	43.58974359	56.41025641	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	194	0	139	12	0	51	66	0	0	13	0	0	NA	NA	NA	NA	NA	NA	NA
cep	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cer	2.987421384	97.01257862	2.96735905	89.61424332	7.418397626	0	80.8	19.2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	617	10	302	25	0	101	24	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ces	11.29032258	88.70967742	0	95.45454545	4.545454545	0	16.66666667	83.33333333	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	55	0	63	3	0	1	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chi	15.06696429	84.93303571	3.773584906	61.40651801	34.81989708	0	31.66666667	66.66666667	1.666666667	0	0	80	20	NA	NA	NA	NA	NA	NA	NA	135	761	22	358	203	0	57	120	3	0	0	4	1	NA	NA	NA	NA	NA	NA	NA
cia	12.78195489	87.21804511	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	116	0	68	0	0	9	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cib	0.980392157	99.01960784	0	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	101	0	0	3	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cic	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	0	53	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cie	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cif	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cig	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cil	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	48	0	0	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cim	0	100	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	62	NA	NA	NA	0	7	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cin	4.132231405	95.8677686	1.123595506	74.15730337	24.71910112	0	90.90909091	9.090909091	0	0	0	100	0	NA	NA	NA	NA	0	100	NA	5	116	1	66	22	0	20	2	0	0	0	1	0	NA	NA	NA	NA	0	7	NA
cio	100	0	0	0	100	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	198	0	0	0	21	0	35	0	0	0	10	0	0	NA	NA	NA	NA	NA	NA	NA
cip	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	21	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cir	0	100	0	35	65	0	78.37837838	16.21621622	5.405405405	0	85.29411765	14.70588235	0	NA	NA	NA	NA	NA	NA	NA	0	145	0	14	26	0	58	12	4	0	29	5	0	NA	NA	NA	NA	NA	NA	NA
cit	99.73753281	0.262467192	33.33333333	50	16.66666667	0	97.14285714	2.857142857	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	380	1	2	3	1	0	34	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ciu	0	100	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	17	NA	NA	NA	0	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
civ	NA	NA	63.23529412	36.76470588	0	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	43	25	0	NA	NA	NA	NA	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
cla	0	100	0	0	100	0	0	100	0	0	100	0	0	0	100	0	0	NA	NA	NA	0	119	0	0	9	0	0	11	0	0	16	0	0	0	2	0	0	NA	NA	NA
cli	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	35	0	37	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
clo	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cob	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
coc	0	100	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	35	11	0	0	0	61	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cod	0.793650794	99.20634921	0	12.5	87.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	125	0	2	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cof	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cog	0	100	0	30	70	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	0	12	28	0	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
coi	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	25	75	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	3	0	0	1	0	0	NA	NA	NA
col	12.63537906	87.36462094	0.304878049	97.71341463	1.981707317	0	79.22077922	18.61471861	2.164502165	6.896551724	79.31034483	6.896551724	6.896551724	0	53.84615385	46.15384615	0	NA	NA	NA	35	242	2	641	13	0	183	43	5	2	23	2	2	0	7	6	0	NA	NA	NA
com	0.605536332	99.39446367	9.843205575	80.13937282	10.0174216	4.552352049	79.05918058	16.08497724	0.303490137	1.477832512	71.42857143	21.67487685	5.418719212	0	96	4	0	NA	NA	NA	14	2298	113	920	115	30	521	106	2	3	145	44	11	0	24	1	0	NA	NA	NA
con	1.246105919	98.75389408	2.60557053	96.31626235	1.078167116	5.590062112	76.08695652	18.2194617	0.103519669	0	75.10917031	20.96069869	3.930131004	0	71.42857143	28.57142857	0	NA	NA	100	4	317	29	1072	12	54	735	176	1	0	172	48	9	0	40	16	0	NA	NA	16
cop	3.409090909	96.59090909	0.735294118	96.32352941	2.941176471	0	78.57142857	21.42857143	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	85	1	131	4	0	11	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cor	0	100	0.205338809	81.51950719	18.275154	0	80.35714286	19.64285714	0	0	67.9245283	32.0754717	0	0	20	80	0	NA	NA	NA	0	665	1	397	89	0	90	22	0	0	36	17	0	0	1	4	0	NA	NA	NA
cos	42.97174747	57.02825253	8.333333333	82.77777778	8.888888889	2.232142857	92.41071429	5.357142857	0	0	65.78947368	34.21052632	0	0	0	100	0	NA	NA	NA	1232	1635	15	149	16	5	207	12	0	0	50	26	0	0	0	18	0	NA	NA	NA
cot	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	12	0	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cov	0	100	20	80	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	1	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
coz	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cra	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	0	14	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cre	5.603448276	94.39655172	1.694915254	58.30508475	40	0	77.64705882	22.35294118	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	219	5	172	118	0	66	19	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cri	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	13	0	50	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
