4lett	S2_%ULT_Tk	S2_%PULT_Tk	S3_%ULT_Tk	S3_%PULT_Tk	S3_%APULT_Tk	S4_%ULT_Tk	S4_%PULT_Tk	S4_%APULT_Tk	S4_%PAPULT_Tk	S5_%ULT_Tk	S5_%PULT_Tk	S5_%APULT_Tk	S5_%PAPULT_Tk	S6_%ULT_Tk	S6_%PULT_Tk	S6_%APULT_Tk	S6_%PAPULT_Tk	S7_%PULT_Tk	S7_%APULT_Tk	S8_%PULT_Tk	S2_nULT_Tk	S2_nPULT_Tk	S3_nULT_Tk	S3_nPULT_Tk	S3_nAPULT_Tk	S4_nULT_Tk	S4_nPULT_Tk	S4_nAPULT_Tk	S4_nPAPULT_Tk	S5_nULT_Tk	S5_nPULT_Tk	S5_nAPULT_Tk	S5_nPAPULT_Tk	S6_nULT_Tk	S6_nPULT_Tk	S6_nAPULT_Tk	S6_nPAPULT_Tk	S7_nPULT_Tk	S7_nAPULT_Tk	S8_nPULT_Tk
capo	0	100	NA	NA	NA	0	100	0	0	6.666666667	86.66666667	6.666666667	0	NA	NA	NA	NA	NA	NA	NA	0	210	NA	NA	NA	0	9	0	0	1	13	1	0	NA	NA	NA	NA	NA	NA	NA
capp	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	111	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
capr	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	17	0	19	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cara	NA	NA	NA	NA	NA	0	33.84615385	66.15384615	0	NA	NA	NA	NA	0	12.5	87.5	0	0	100	NA	NA	NA	NA	NA	NA	0	22	43	0	NA	NA	NA	NA	0	9	63	0	0	1	NA
carb	NA	NA	0	100	0	0	51.72413793	48.27586207	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	32	0	0	15	14	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
carc	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
card	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	3	0	0	16	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
care	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	0	0	6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cari	NA	NA	19.35483871	22.58064516	58.06451613	0	87.5	0	12.5	0	16.66666667	83.33333333	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	21	54	0	7	0	1	0	1	5	0	NA	NA	NA	NA	NA	NA	NA
carn	0	100	0	100	0	0	78.57142857	21.42857143	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	66	0	1	0	0	22	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
caro	0	100	0	100	0	0	14.28571429	85.71428571	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	253	0	17	0	0	2	12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
carp	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
carr	0	100	0	100	0	0	7.142857143	92.85714286	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	23	0	86	0	0	1	13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cart	0	100	0	100	0	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	149	0	107	0	0	49	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
casa	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	827	0	36	0	0	17	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
casc	35.71428571	64.28571429	2.5	97.5	0	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	5	9	1	39	0	0	1	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
case	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
caso	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cass	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	39	0	60	0	0	12	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cast	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	122	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cata	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cate	NA	NA	0	100	0	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	43	0	NA	NA	NA	NA	0	11	0	0	NA	NA	NA	NA	NA	NA	NA
cati	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
catt	NA	NA	2.150537634	90.32258065	7.52688172	2	90	8	0	0	10	90	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	84	7	1	45	4	0	0	1	9	0	NA	NA	NA	NA	NA	NA	NA
caus	1.818181818	98.18181818	0	100	0	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	1	54	0	5	0	NA	NA	NA	NA	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
caut	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cava	37.5	62.5	0.588235294	97.64705882	1.764705882	0	90.14084507	9.85915493	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	3	5	1	166	3	0	64	7	0	0	0	3	0	NA	NA	NA	NA	NA	NA	NA
cave	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	23	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cavi	NA	NA	76.19047619	23.80952381	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cavo	0	100	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	15	0	0	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cede	0	100	15.38461538	46.15384615	38.46153846	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	2	6	5	0	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cedr	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cele	NA	NA	1.5625	64.0625	34.375	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	41	22	0	13	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cell	0	100	0	2.777777778	97.22222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	0	1	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ceme	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cena	0	100	0	100	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	62	0	3	0	0	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cene	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cenn	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cens	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cent	0	100	0	100	0	0	38.83495146	61.16504854	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	118	0	136	0	0	40	63	0	0	13	0	0	NA	NA	NA	NA	NA	NA	NA
cepp	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cera	0	100	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	NA	NA	NA	0	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cerb	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cerc	15.07936508	84.92063492	3.649635036	87.22627737	9.124087591	0	40	60	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	107	10	239	25	0	14	21	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cere	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ceri	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	21	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cert	0	100	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	482	NA	NA	NA	0	57	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cerv	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	23	0	54	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cesp	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	37	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cess	63.63636364	36.36363636	0	62.5	37.5	0	16.66666667	83.33333333	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	4	0	5	3	0	1	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cest	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	51	0	21	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chia	8.852459016	91.14754098	2.73556231	80.85106383	16.41337386	0	48.07692308	51.92307692	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	27	278	9	266	54	0	25	27	0	0	0	2	0	NA	NA	NA	NA	NA	NA	NA
chic	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chie	0	100	8.823529412	27.20588235	63.97058824	0	26.66666667	53.33333333	20	0	0	66.66666667	33.33333333	NA	NA	NA	NA	NA	NA	NA	0	265	12	37	87	0	4	8	3	0	0	2	1	NA	NA	NA	NA	NA	NA	NA
chil	0	100	NA	NA	NA	0	24.29906542	75.70093458	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	29	NA	NA	NA	0	26	81	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chim	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chin	76.92307692	23.07692308	0	83.33333333	16.66666667	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	3	0	5	1	0	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chio	0	100	0	0	100	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	31	0	0	12	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chir	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chis	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chit	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chiu	0	100	1.587301587	53.96825397	44.44444444	0	33.33333333	66.66666667	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	141	1	34	28	0	1	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ciam	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ciao	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cias	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	0	0	68	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ciba	50	50	0	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	0	3	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cibo	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cica	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	16	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cicc	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cicl	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	0	12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cico	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	16	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ciec	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ciel	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cifr	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cigl	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cign	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cili	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	48	0	0	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cima	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cimi	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cine	NA	NA	0	46.34146341	53.65853659	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	100	NA	NA	NA	0	19	22	0	7	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	7	NA
cing	NA	NA	3.703703704	96.2962963	0	0	75	25	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	26	0	0	6	2	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
cinq	4.132231405	95.8677686	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	116	0	10	0	0	7	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cint	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cioc	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	35	0	0	0	10	0	0	NA	NA	NA	NA	NA	NA	NA
cioe	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	198	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ciot	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cipo	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cipr	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
circ	0	100	0	35	65	0	78.37837838	16.21621622	5.405405405	0	85.29411765	14.70588235	0	NA	NA	NA	NA	NA	NA	NA	0	145	0	14	26	0	58	12	4	0	29	5	0	NA	NA	NA	NA	NA	NA	NA
cita	0	100	33.33333333	50	16.66666667	0	50	50	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	2	3	1	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
citt	100	0	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	380	0	NA	NA	NA	0	33	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ciuf	0	100	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	17	NA	NA	NA	0	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cive	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
civi	NA	NA	68.25396825	31.74603175	0	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	43	20	0	NA	NA	NA	NA	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
clac	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
clan	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
clas	0	100	0	0	100	0	0	100	0	0	100	0	0	0	100	0	0	NA	NA	NA	0	93	0	0	9	0	0	11	0	0	16	0	0	0	2	0	0	NA	NA	NA
clie	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	37	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
clim	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
clor	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cobr	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cocc	0	100	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	35	11	0	0	0	61	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
coda	0.793650794	99.20634921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
codi	NA	NA	0	12.5	87.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cofa	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cogl	0	100	0	6.666666667	93.33333333	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	0	2	28	0	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cogn	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
coin	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	25	75	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	3	0	0	1	0	0	NA	NA	NA
cola	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	28	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
coll	0	100	0.584795322	91.8128655	7.602339181	0	82.08955224	10.44776119	7.462686567	15.38461538	61.53846154	7.692307692	15.38461538	0	100	0	0	NA	NA	NA	0	59	1	157	13	0	55	7	5	2	8	1	2	0	7	0	0	NA	NA	NA
colm	0	100	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	13	NA	NA	NA	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
colo	100	0	0	100	0	0	92.40506329	7.594936709	0	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	26	0	0	371	0	0	73	6	0	NA	NA	NA	NA	0	0	6	0	NA	NA	NA
colp	5.23255814	94.76744186	1.785714286	98.21428571	0	0	13.79310345	86.20689655	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	163	1	55	0	0	4	25	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
colt	0	100	0	100	0	0	81.48148148	18.51851852	0	0	93.75	6.25	0	NA	NA	NA	NA	NA	NA	NA	0	7	0	32	0	0	22	5	0	0	15	1	0	NA	NA	NA	NA	NA	NA	NA
colu	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	26	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
coma	NA	NA	5	95	0	0	97.5	2.5	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	19	0	0	39	1	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA
comb	NA	NA	15.38461538	84.61538462	0	7.547169811	56.60377358	35.8490566	0	0	96.66666667	3.333333333	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	11	0	4	30	19	0	0	29	1	0	NA	NA	NA	NA	NA	NA	NA
