2lett	S2_%ULT_Tk	S2_%PULT_Tk	S3_%ULT_Tk	S3_%PULT_Tk	S3_%APULT_Tk	S4_%ULT_Tk	S4_%PULT_Tk	S4_%APULT_Tk	S4_%PAPULT_Tk	S5_%ULT_Tk	S5_%PULT_Tk	S5_%APULT_Tk	S5_%PAPULT_Tk	S6_%ULT_Tk	S6_%PULT_Tk	S6_%APULT_Tk	S6_%PAPULT_Tk	S7_%PULT_Tk	S7_%APULT_Tk	S8_%PULT_Tk	S2_nULT_Tk	S2_nPULT_Tk	S3_nULT_Tk	S3_nPULT_Tk	S3_nAPULT_Tk	S4_nULT_Tk	S4_nPULT_Tk	S4_nAPULT_Tk	S4_nPAPULT_Tk	S5_nULT_Tk	S5_nPULT_Tk	S5_nAPULT_Tk	S5_nPAPULT_Tk	S6_nULT_Tk	S6_nPULT_Tk	S6_nAPULT_Tk	S6_nPAPULT_Tk	S7_nPULT_Tk	S7_nAPULT_Tk	S8_nPULT_Tk
no	0.716392752	99.28360725	7.931034483	76.20689655	15.86206897	0.925925926	80.55555556	18.51851852	0	0	90.32258065	9.677419355	0	NA	NA	NA	NA	NA	NA	NA	17	2356	23	221	46	1	87	20	0	0	28	3	0	NA	NA	NA	NA	NA	NA	NA
nu	0.289435601	99.7105644	0	12.27621483	87.72378517	0	86.29032258	13.70967742	0	0	100	0	0	0	0	100	0	NA	NA	NA	2	689	0	48	343	0	107	17	0	0	2	0	0	0	0	5	0	NA	NA	NA
oa	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ob	NA	NA	16.66666667	38.88888889	44.44444444	0	100	0	0	0	50	50	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	7	8	0	89	0	0	0	1	1	0	NA	NA	NA	NA	NA	NA	NA
oc	0	100	2.158273381	84.89208633	12.94964029	1.282051282	60.25641026	36.32478632	2.136752137	0	75	25	0	0	0	100	0	NA	NA	NA	0	428	3	118	18	3	141	85	5	0	30	10	0	0	0	2	0	NA	NA	NA
od	0	100	0	98.27586207	1.724137931	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	0	57	1	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
of	6.666666667	93.33333333	0	88.11881188	11.88118812	0	44.44444444	55.55555556	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	28	0	89	12	0	8	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
og	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	870	0	154	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oh	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ok	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	22	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ol	0	100	0	100	0	0	36.36363636	63.63636364	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	142	0	21	0	0	8	14	0	0	0	24	0	NA	NA	NA	NA	NA	NA	NA
om	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	73	0	77	0	0	6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
on	1.470588235	98.52941176	0	100	0	0	77.77777778	22.22222222	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	1	67	0	66	0	0	7	2	0	0	0	8	0	NA	NA	NA	NA	NA	NA	NA
oo	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
op	100	0	0	70.68965517	29.31034483	0	98.48484848	0	1.515151515	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	8	0	0	123	51	0	65	0	1	0	60	0	0	NA	NA	NA	NA	NA	NA	NA
or	0	100	4.980842912	65.51724138	29.50191571	0.318471338	73.56687898	26.11464968	0	1	96	3	0	0	100	0	0	0	100	NA	0	1292	26	342	154	1	231	82	0	1	96	3	0	0	14	0	0	0	2	NA
os	2.97029703	97.02970297	5.62248996	67.06827309	27.30923695	7.441860465	66.97674419	25.58139535	0	13.55932203	67.79661017	18.6440678	0	NA	NA	NA	NA	NA	NA	NA	3	98	14	167	68	16	144	55	0	8	40	11	0	NA	NA	NA	NA	NA	NA	NA
ot	100	0	0.757575758	50	49.24242424	0	95.65217391	4.347826087	0	0	98.48484848	1.515151515	0	NA	NA	NA	NA	NA	NA	NA	1	0	1	66	65	0	66	3	0	0	65	1	0	NA	NA	NA	NA	NA	NA	NA
ou	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ov	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	48	0	16	0	0	10	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oz	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pa	13.08113036	86.91886964	1.099267155	81.97868088	16.92205197	0.124688279	83.66583541	15.96009975	0.249376559	3	75	20	2	0	55.31914894	42.55319149	2.127659574	NA	NA	NA	287	1907	33	2461	508	1	671	128	2	6	150	40	4	0	26	20	1	NA	NA	NA
pe	60.33222591	39.66777409	1.64365549	79.61867193	18.73767258	1.331114809	50.91514143	47.75374376	0	0	84.32835821	14.17910448	1.492537313	0	0	100	0	0	100	NA	1816	1194	25	1211	285	8	306	287	0	0	113	19	2	0	0	1	0	0	4	NA
pf	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pi	2.549246813	97.45075319	0.517799353	49.51456311	49.96763754	0.574712644	74.71264368	24.13793103	0.574712644	0	8.333333333	91.66666667	0	NA	NA	NA	NA	NA	NA	NA	44	1682	8	765	772	1	130	42	1	0	2	22	0	NA	NA	NA	NA	NA	NA	NA
pl	NA	NA	0	64	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	32	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
po	19.75717439	80.24282561	1.444547996	69.15191053	29.40354147	0	58.79396985	41.08040201	0.125628141	41.79104478	39.55223881	15.67164179	2.985074627	0	0	100	0	NA	NA	NA	716	2908	31	1484	631	0	468	327	1	56	53	21	4	0	0	3	0	NA	NA	NA
pr	0.391261819	99.60873818	6.456107757	69.80956804	23.7343242	4.463690873	77.21518987	17.45502998	0.866089274	0	78	20.57142857	1.428571429	0	30.43478261	69.56521739	0	NA	NA	NA	12	3055	139	1503	511	67	1159	262	13	0	273	72	5	0	7	16	0	NA	NA	NA
ps	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	7	0	0	0	1	0	NA	NA	NA
pu	3.74015748	96.25984252	0.961538462	78.52564103	20.51282051	19.44444444	68.05555556	12.5	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	19	489	3	245	64	14	49	9	0	0	15	0	0	NA	NA	NA	NA	NA	NA	NA
qu	0.446043165	99.55395683	12.3255814	84.76744186	2.906976744	0	75.16778523	24.83221477	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	31	6919	106	729	25	0	224	74	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA
ra	0.787401575	99.21259843	1.949634444	95.6133225	2.437043054	5.473684211	63.15789474	31.36842105	0	0.520833333	73.95833333	24.47916667	1.041666667	0	71.42857143	28.57142857	0	NA	NA	NA	3	378	24	1177	30	26	300	149	0	1	142	47	2	0	15	6	0	NA	NA	NA
re	4.80349345	95.19650655	12.83068783	67.59259259	19.57671958	2.375296912	73.87173397	22.56532067	1.187648456	1.282051282	80.12820513	18.58974359	0	33.33333333	50	16.66666667	0	NA	NA	NA	22	436	97	511	148	10	311	95	5	2	125	29	0	10	15	5	0	NA	NA	NA
ri	13.36760925	86.63239075	5.706191825	90.69202752	3.601780656	3.494467094	70.87944089	25.5678509	0.058241118	1.654846336	50.35460993	47.5177305	0.472813239	0	67.64705882	32.35294118	0	NA	NA	NA	52	337	141	2241	89	60	1217	439	1	7	213	201	2	0	23	11	0	NA	NA	NA
ro	5.62248996	94.37751004	3.621169916	76.88022284	19.49860724	0	78.04878049	21.95121951	0	0	33.33333333	66.66666667	0	NA	NA	NA	NA	NA	NA	NA	42	705	13	276	70	0	64	18	0	0	1	2	0	NA	NA	NA	NA	NA	NA	NA
ru	3.968253968	96.03174603	0.649350649	93.83116883	5.519480519	0	94.44444444	5.555555556	0	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	5	121	2	289	17	0	34	2	0	NA	NA	NA	NA	0	0	2	0	NA	NA	NA
sa	6.08943863	93.91056137	1.402805611	91.28256513	7.314629259	0.452488688	66.06334842	33.4841629	0	3.333333333	73.33333333	23.33333333	0	0	0	100	0	NA	NA	NA	64	987	14	911	73	1	146	74	0	1	22	7	0	0	0	1	0	NA	NA	NA
sb	11.9047619	88.0952381	5.594405594	87.41258741	6.993006993	2.777777778	58.33333333	38.88888889	0	0	12.5	87.5	0	0	0	100	0	NA	NA	NA	10	74	8	125	10	1	21	14	0	0	1	7	0	0	0	1	0	NA	NA	NA
sc	3.968642822	96.03135718	2.466525722	68.07610994	29.45736434	0.69124424	55.29953917	42.62672811	1.382488479	0	48.97959184	44.89795918	6.12244898	0	0	100	0	NA	NA	NA	81	1960	35	966	418	3	240	185	6	0	24	22	3	0	0	1	0	NA	NA	NA
sd	14.28571429	85.71428571	0	90.90909091	9.090909091	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6	0	10	1	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
se	3.080477474	96.91952253	1.711122295	82.93910418	15.34977353	0.380952381	64.95238095	34.47619048	0.19047619	0	82.95454545	17.04545455	0	0	100	0	0	NA	NA	NA	80	2517	34	1648	305	2	341	181	1	0	73	15	0	0	1	0	0	NA	NA	NA
sf	7.438016529	92.56198347	4.201680672	89.91596639	5.882352941	0	73.52941176	26.47058824	0	0	0	100	0	0	100	0	0	NA	NA	NA	9	112	5	107	7	0	25	9	0	0	0	2	0	0	1	0	0	NA	NA	NA
sg	1.470588235	98.52941176	0	100	0	0	28.57142857	71.42857143	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	1	67	0	20	0	0	4	10	0	0	0	2	0	NA	NA	NA	NA	NA	NA	NA
si	13.42281879	86.57718121	0.60483871	73.18548387	26.20967742	0.81300813	68.69918699	30.48780488	0	0	85.86956522	5.434782609	8.695652174	0	27.27272727	72.72727273	0	NA	NA	NA	20	129	6	726	260	4	338	150	0	0	79	5	8	0	6	16	0	NA	NA	NA
sl	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	47	0	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sm	9.090909091	90.90909091	1.587301587	50.79365079	47.61904762	0	9.090909091	90.90909091	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	30	1	32	30	0	1	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sn	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
so	1.02862254	98.97137746	4.169944925	86.38867034	9.441384736	0.54446461	88.7477314	10.70780399	0	0.591715976	45.56213018	53.84615385	0	0	29.16666667	70.83333333	0	0	100	NA	23	2213	53	1098	120	3	489	59	0	1	77	91	0	0	7	17	0	0	1	NA
sp	3.762541806	96.23745819	3.29218107	78.7037037	18.00411523	4.221635884	60.68601583	35.09234828	0	2.272727273	52.27272727	43.18181818	2.272727273	0	0	100	0	NA	NA	NA	45	1151	32	765	175	16	230	133	0	1	23	19	1	0	0	29	0	NA	NA	NA
sq	1.470588235	98.52941176	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	67	0	17	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ss	NA	NA	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	0	0	6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
st	1.309603761	98.69039624	1.396648045	79.32960894	19.27374302	0	78.76712329	21.23287671	0	0	75.72815534	24.27184466	0	0	33.33333333	66.66666667	0	NA	NA	NA	39	2939	15	852	207	0	115	31	0	0	78	25	0	0	1	2	0	NA	NA	NA
su	0.177777778	99.82222222	1.109570042	68.51595007	30.37447989	2.933333333	84.53333333	12.53333333	0	0	75.75757576	24.24242424	0	0	100	0	0	NA	NA	NA	4	2246	16	988	438	11	317	47	0	0	25	8	0	0	15	0	0	NA	NA	NA
sv	8.823529412	91.17647059	8.484848485	76.36363636	15.15151515	6	66	28	0	5.882352941	35.29411765	58.82352941	0	0	0	100	0	NA	NA	NA	15	155	14	126	25	3	33	14	0	1	6	10	0	0	0	1	0	NA	NA	NA
ta	0.590405904	99.4095941	0.537634409	66.93548387	32.52688172	0	82.11382114	17.88617886	0	0	50	50	0	NA	NA	NA	NA	NA	NA	NA	8	1347	2	249	121	0	101	22	0	0	1	1	0	NA	NA	NA	NA	NA	NA	NA
te	1.816443595	98.18355641	0.792751982	79.38844847	19.81879955	0.460829493	57.60368664	41.01382488	0.921658986	0	84.80392157	14.21568627	0.980392157	0	66.66666667	33.33333333	0	NA	NA	NA	38	2054	7	701	175	2	250	178	4	0	173	29	2	0	2	1	0	NA	NA	NA
ti	8.262108262	91.73789174	0.4784689	54.06698565	45.45454545	0	41.37931034	58.62068966	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	322	1	113	95	0	12	17	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
to	8.777429467	91.22257053	6.722689076	81.09243697	12.18487395	0.364963504	85.76642336	13.50364964	0.364963504	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	56	582	32	386	58	1	235	37	1	0	2	0	0	NA	NA	NA	NA	NA	NA	NA
tr	8.506616257	91.49338374	3.574542284	80.90671316	15.51874455	2.213279678	70.22132797	27.56539235	0	0	95.40918164	4.590818363	0	NA	NA	NA	NA	NA	NA	NA	90	968	41	928	178	11	349	137	0	0	478	23	0	NA	NA	NA	NA	NA	NA	NA
ts	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tu	0.669082799	99.3309172	1.162790698	97.6744186	1.162790698	0	80.21978022	19.78021978	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	3563	1	84	1	0	73	18	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tv	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ua	0	100	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	39	NA	NA	NA	NA	NA	NA	NA	0	31	0	0	NA	NA	NA	NA	NA	NA	NA
ub	NA	NA	0	100	0	0	100	0	0	0	33.33333333	66.66666667	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	25	0	0	0	1	2	0	NA	NA	NA	NA	NA	NA	NA
uc	NA	NA	0	100	0	4.210526316	57.89473684	37.89473684	0	0	87.5	12.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	179	0	4	55	36	0	0	7	1	0	NA	NA	NA	NA	NA	NA	NA
ud	67.85714286	32.14285714	0	93.61702128	6.382978723	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	9	0	44	3	0	0	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
uf	0	100	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	54	0	51	0	0	25	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ug	12.5	87.5	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	14	0	102	0	0	13	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ul	NA	NA	0	1.271186441	98.72881356	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	233	0	3	0	0	0	8	0	0	NA	NA	NA	NA	NA	NA	NA
um	100	0	0	62.61682243	37.38317757	100	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	67	40	29	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
un	34.94065282	65.05934718	15.43859649	32.28070175	52.28070175	0	58.53658537	41.46341463	0	50	50	0	0	NA	NA	NA	NA	NA	NA	NA	471	877	44	92	149	0	24	17	0	9	9	0	0	NA	NA	NA	NA	NA	NA	NA
uo	0	100	0	0.427350427	99.57264957	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	545	0	1	233	0	3	0	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA
ur	65.15151515	34.84848485	0	95.77464789	4.225352113	0	91.66666667	8.333333333	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43	23	0	68	3	0	11	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
us	18.75	81.25	3.807106599	83.50253807	12.69035533	0	34.61538462	65.38461538	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45	195	15	329	50	0	18	34	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ut	NA	NA	0	0	100	20	80	0	0	1.785714286	78.57142857	19.64285714	0	0	0	100	0	NA	NA	NA	NA	NA	0	0	60	1	4	0	0	1	44	11	0	0	0	1	0	NA	NA	NA
uv	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
va	0.980392157	99.01960784	3.963414634	89.63414634	6.402439024	0	72.72727273	27.27272727	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	3	303	13	294	21	0	32	12	0	0	23	0	0	NA	NA	NA	NA	NA	NA	NA
ve	3.38038633	96.61961367	3.604088219	80.52716514	15.86874664	16.13691932	55.25672372	28.60635697	0	0	85.91549296	11.26760563	2.816901408	0	93.87755102	4.081632653	2.040816327	NA	NA	NA	91	2601	67	1497	295	66	226	117	0	0	61	8	2	0	46	2	1	NA	NA	NA
VE	0	100	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	441	NA	NA	NA	0	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vi	0.262467192	99.73753281	0.893582453	67.42485784	31.68155971	1.595744681	69.68085106	28.72340426	0	2.5	70	27.5	0	0	0	100	0	NA	NA	100	4	1520	11	830	390	3	131	54	0	1	28	11	0	0	0	1	0	NA	NA	3
vo	2.265500795	97.73449921	3.537735849	87.85377358	8.608490566	0	44.68085106	55.31914894	0	0	96.42857143	3.571428571	0	NA	NA	NA	NA	NA	NA	NA	57	2459	30	745	73	0	42	52	0	0	27	1	0	NA	NA	NA	NA	NA	NA	NA
vu	1.428571429	98.57142857	0	96.55172414	3.448275862	0	7.142857143	92.85714286	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	69	0	28	1	0	1	13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
za	0	100	10	90	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	46	2	18	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ze	0	100	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	25	NA	NA	NA	0	7	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
zi	0	100	0	63.15789474	36.84210526	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	758	0	12	7	0	6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
zo	0	100	0	0	100	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	124	0	0	8	NA	NA	NA	NA	0	0	7	0	NA	NA	NA	NA	NA	NA	NA
zu	0	100	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	33	0	0	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
