ending	B_%PULT_Tk	C_%PULT_Tk	E_%ULT_Tk	E_%PULT_Tk	E_%APULT_Tk	G_%ULT_Tk	G_%PULT_Tk	G_%APULT_Tk	I_%PULT_Tk	N_%PULT_Tk	N_%APULT_Tk	NU_%ULT_Tk	NU_%PULT_Tk	P_%PULT_Tk	R_%PULT_Tk	S_%ULT_Tk	S_%PULT_Tk	S_%APULT_Tk	V_%PULT_Tk	V_%APULT_Tk	X_%PULT_Tk	B_nPULT_Tk	C_nPULT_Tk	E_nULT_Tk	E_nPULT_Tk	E_nAPULT_Tk	G_nULT_Tk	G_nPULT_Tk	G_nAPULT_Tk	I_nPULT_Tk	N_nPULT_Tk	N_nAPULT_Tk	NU_nULT_Tk	NU_nPULT_Tk	P_nPULT_Tk	R_nPULT_Tk	S_nULT_Tk	S_nPULT_Tk	S_nAPULT_Tk	V_nPULT_Tk	V_nAPULT_Tk	X_nPULT_Tk
sta	100	NA	0	100	0	0	100	0	100	100	0	NA	NA	NA	NA	0	100	0	100	0	100	50	NA	0	316	0	0	5419	0	60	674	0	NA	NA	NA	NA	0	8518	0	2924	0	2
ste	100	NA	0	100	0	0	100	0	NA	100	0	NA	NA	NA	NA	0	100	0	100	0	100	2	NA	0	141	0	0	1638	0	NA	178	0	NA	NA	NA	NA	0	1663	0	1289	0	1
sti	NA	NA	0	100	0	0	100	0	NA	100	0	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	139	0	0	2246	0	NA	373	0	NA	NA	NA	NA	0	3997	0	1353	0	NA
sto	100	NA	0	100	0	0	100	0	100	100	0	NA	NA	NA	NA	0	100	0	100	0	NA	1389	NA	0	388	0	0	5250	0	7	2436	0	NA	NA	NA	NA	0	4759	0	5862	0	NA
tha	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	0	24	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	0	NA	NA	NA
tho	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tma	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA
tmi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	86	0	NA	NA	NA
tmo	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	0	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	215	0	NA	NA	NA
tna	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	15	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tno	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA
tra	100	NA	0	96.9072164948454	3.09278350515464	0	100	0	NA	100	0	NA	NA	100	NA	0	99.0575396825397	0.942460317460317	98.1458590852905	1.85414091470952	100	4	NA	0	94	3	0	2794	0	NA	597	0	NA	NA	6	NA	0	1997	19	794	15	2
tre	100	100	62.5	37.5	0	0	100	0	NA	100	0	100	0	100	NA	0	100	0	100	0	NA	595	2291	45	27	0	0	1618	0	NA	271	0	3	0	2069	NA	0	499	0	28	0	NA
tri	NA	NA	0	76.530612244898	23.469387755102	0	100	0	NA	100	0	NA	NA	NA	NA	0	75.440032746623	24.559967253377	100	0	100	NA	NA	0	75	23	0	2448	0	NA	1168	0	NA	NA	NA	NA	0	1843	600	53	0	4
tro	100	100	0	99.874843554443	0.125156445556946	0.0323519896473633	99.9676480103526	0	NA	100	0	0	100	100	NA	0	94.4528587656191	5.54714123438092	100	0	NA	1566	5	0	798	1	1	3090	0	NA	1740	0	0	1402	3247	NA	0	4989	293	51	0	NA
tsi	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	0	2	0	0	7	0	NA	NA	NA	NA	NA	NA	NA	0	7	0	NA	NA	NA
tta	100	NA	0	100	0	0	100	0	NA	100	0	NA	NA	NA	NA	0	100	0	100	0	100	181	NA	0	882	0	0	2426	0	NA	67	0	NA	NA	NA	NA	0	3020	0	3476	0	3
tte	100	NA	14.2857142857143	85.7142857142857	0	0	100	0	100	100	0	0	100	NA	NA	0	100	0	100	0	NA	41	NA	9	54	0	0	1808	0	12	342	0	0	575	NA	NA	0	2503	0	1894	0	NA
tti	100	100	0	100	0	0	100	0	NA	100	0	NA	NA	NA	NA	0	100	0	100	0	NA	15	731	0	1701	0	0	2930	0	NA	2299	0	NA	NA	NA	NA	0	5333	0	1210	0	NA
tto	100	NA	0	100	0	0	100	0	100	100	0	0	100	100	NA	0	100	0	100	0	NA	2693	NA	0	718	0	0	3290	0	2	2788	0	0	523	1711	NA	0	11991	0	12597	0	NA
ttu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA
vra	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	100	NA	0	100	0	100	0	NA	NA	NA	0	59	0	0	2	0	NA	NA	NA	NA	NA	1	NA	0	141	0	2	0	NA
vre	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	54	0	NA	NA	NA
vro	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vve	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	NA
vvi	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	NA	NA	NA	NA	NA	NA	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	NA
xpo	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9	0	NA	NA	NA
yme	NA	NA	0	0	100	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
zda	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
zza	100	NA	0	100	0	0	100	0	100	NA	NA	NA	NA	NA	NA	0	99.7351995460564	0.264800453943635	100	0	NA	2	NA	0	128	0	0	212	0	1	NA	NA	NA	NA	NA	NA	0	5273	14	508	0	NA
zze	100	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	99.1803278688525	0.819672131147541	NA	NA	NA	1	NA	0	7	0	0	31	0	NA	NA	NA	NA	NA	NA	NA	0	1089	9	NA	NA	NA
zzi	100	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	1	NA	0	462	0	0	65	0	NA	NA	NA	NA	NA	NA	NA	0	1875	0	40	0	NA
zzo	100	NA	0	100	0	0	100	0	100	NA	NA	0	100	NA	NA	0	100	0	100	0	NA	10	NA	0	193	0	0	931	0	8	NA	NA	0	1	NA	NA	0	3284	0	31	0	NA
zzu	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
